subgraph_id,seed_account,contains_laundering,graphsage_probability,confidence_tier,structural_signals_count,num_nodes,num_edges,total_flow,num_terminal_sinks
IBM_NEG_0062,B248047_81219C480,0,0.0984,NORMAL,0,3,16,292594.22,0
IBM_NEG_0063,B45563_8111EF9E0,1,1.0,HIGH_CONFIDENCE,4,2111,8968,14579984047.67,770
IBM_NEG_0064,B27_80CA50FF0,0,0.0002,NORMAL,1,1,4,524808.4,0
IBM_NEG_0065,B16586_80321D310,0,0.0002,NORMAL,1,1,4,12966.82,0
IBM_NEG_0066,B4766_802EE6030,0,0.0002,NORMAL,1,1,2,41928.52,0
IBM_NEG_0067,B128960_80ADB39B0,0,0.3844,NORMAL,2,13,47,28846750.35,4
IBM_NEG_0068,B23_80C8DE6D0,0,0.2318,NORMAL,2,9,41,3540817.37,2
IBM_NEG_0069,B8771_809811F50,1,1.0,HIGH_CONFIDENCE,3,21536,91249,85619947810.5,8510
IBM_NEG_0070,B312190_8049C1900,0,0.0002,NORMAL,1,1,2,3837079.66,0
IBM_NEG_0071,B138335_80F073EB0,0,0.0002,NORMAL,1,1,4,33.1,0
IBM_NEG_0072,B41745_80F70EC20,0,0.5226,MEDIUM_CONFIDENCE,2,10,29,14320439.62,2
IBM_NEG_0073,B1420_80C59DD40,0,0.0002,NORMAL,1,1,4,5927.66,0
IBM_NEG_0074,B335347_80D82CC90,0,0.1257,NORMAL,1,2,6,24814.8,0
IBM_NEG_0075,B48309_8122D91F0,0,0.0002,NORMAL,1,1,4,111873.54,0
IBM_NEG_0076,B4_8036A6880,0,0.3354,NORMAL,4,23,98,52879211.75,9
IBM_NEG_0077,B4523_8024607C0,0,0.2607,NORMAL,4,24,92,53096372.89,8
IBM_NEG_0078,B112354_811608350,0,0.7413,HIGH_CONFIDENCE,2,5,14,39958.79,1
IBM_NEG_0079,B3149_80157A070,0,0.0002,NORMAL,1,1,2,863.56,0
IBM_NEG_0080,B31756_802D4DB20,0,0.0002,NORMAL,1,1,2,30717.28,0
IBM_NEG_0081,B13145_807A63EC0,0,0.0002,NORMAL,1,1,4,259458.54,0
IBM_NEG_0082,B142950_810ECA550,0,0.1626,NORMAL,1,12,52,1927616587.86,3
IBM_NEG_0083,B139828_80ED10970,0,0.0002,NORMAL,1,1,2,1133.68,0
IBM_NEG_0084,B341552_80FA14E80,0,0.0002,NORMAL,1,1,2,25445.56,0
IBM_NEG_0085,B122055_809340350,0,0.0002,NORMAL,1,1,4,2649.12,0
IBM_NEG_0086,B211212_808821930,1,0.5235,MEDIUM_CONFIDENCE,2,11,34,5381324.98,3
IBM_NEG_0087,B38486_8121B3EC0,1,0.9862,HIGH_CONFIDENCE,2,5,8,12060.46,2
IBM_NEG_0088,B11904_813932360,1,1.0,HIGH_CONFIDENCE,3,9621,20065,12656694016.84,9602
IBM_NEG_0089,B28_80BF0AA60,0,0.0002,NORMAL,1,1,2,420.8,0
IBM_NEG_0090,B12513_80809B960,0,0.1889,NORMAL,2,9,49,4074367.82,1
IBM_NEG_0091,B148389_811F06970,0,0.4416,NORMAL,2,2,10,3971.16,1
IBM_NEG_0092,B1502_8013B2790,0,0.5365,MEDIUM_CONFIDENCE,4,30,128,30044682.67,10
IBM_NEG_0093,B14650_80724E360,1,1.0,HIGH_CONFIDENCE,4,5852,12036,8276005314.6,5838
IBM_NEG_0094,B12_80021FBB0,0,0.4572,NORMAL,2,15,54,23142409.73,5
IBM_NEG_0095,B122094_81100DE80,1,1.0,HIGH_CONFIDENCE,3,5843,11996,7278432186.13,5835
IBM_NEG_0096,B220083_80F63F330,0,0.0002,NORMAL,1,1,2,6787.18,0
IBM_NEG_0097,B134976_80D86EF60,0,0.0002,NORMAL,1,1,4,119771.64,0
IBM_NEG_0098,B28_8073B4A30,1,1.0,HIGH_CONFIDENCE,3,782,1625,21625766070.8,768
IBM_NEG_0099,B71_804ABAC50,0,0.3808,NORMAL,3,33,115,1022897163.12,18
IBM_NEG_0100,B7478_813512290,0,0.3969,NORMAL,1,6,22,1895852.34,1
IBM_NEG_0101,B43818_810D71A20,0,0.0002,NORMAL,1,1,2,15978.4,0
IBM_NEG_0102,B17610_804393E30,0,0.2271,NORMAL,3,20,98,17846640.11,8
IBM_NEG_0103,B35827_80274C7C0,0,0.0002,NORMAL,1,1,2,1556.6,0
IBM_NEG_0104,B219184_80D41D4B0,0,0.2005,NORMAL,2,7,27,379012.93,2
IBM_NEG_0105,B28694_80F334530,0,0.0002,NORMAL,1,1,2,16108.32,0
IBM_NEG_0106,B1688_80075D5E0,0,0.3938,NORMAL,2,21,103,9697834.21,7
IBM_NEG_0107,B1588_80D2ED6B0,0,0.0002,NORMAL,1,1,2,261902.58,0
IBM_NEG_0108,B16643_808DF1DF0,0,0.0002,NORMAL,1,1,2,21113.18,0
IBM_NEG_0109,B35655_813353360,0,0.0402,NORMAL,1,2,4,305.86,0
IBM_NEG_0110,B28248_80A63EE00,0,0.2993,NORMAL,3,27,106,81556235.19,11
IBM_NEG_0111,B152153_813E71320,0,0.7352,HIGH_CONFIDENCE,2,4,12,29479.38,1
IBM_NEG_0112,B317824_8103D3640,0,0.0402,NORMAL,1,2,4,3595089.1,0
IBM_NEG_0113,B1547_80778F2C0,0,0.2386,NORMAL,3,32,121,10230334.06,15
IBM_NEG_0114,B28_80ADE5650,0,0.0002,NORMAL,1,1,2,15724.38,0
IBM_NEG_0115,B116904_8071C2C70,0,0.0116,NORMAL,0,2,4,4381052.18,0
IBM_NEG_0116,B15055_802B4E5A0,0,0.0002,NORMAL,1,1,2,31.68,0
IBM_NEG_0117,B343785_8100A9040,0,0.0402,NORMAL,1,2,4,31812.24,0
IBM_NEG_0118,B113304_805C9B1F0,0,0.1226,NORMAL,2,6,25,71824675.09,1
IBM_NEG_0119,B139342_80FB1D680,0,0.0002,NORMAL,1,1,2,1396.8,0
IBM_NEG_0120,B222664_80EC6C050,1,1.0,HIGH_CONFIDENCE,3,21530,91217,85618490224.13,8509
IBM_NEG_0121,B24963_80A629E30,1,1.0,HIGH_CONFIDENCE,3,12797,54214,29716797337.51,4999
IBM_NEG_0122,B11657_800DA58B0,0,0.255,NORMAL,1,21,85,4043583.59,9
IBM_NEG_0123,B27288_807914CC0,0,0.7557,HIGH_CONFIDENCE,2,9,28,991495.1,2
IBM_NEG_0124,B228540_80C2B35F0,0,0.0002,NORMAL,1,1,2,44625.9,0
IBM_NEG_0125,B126191_809B4B750,0,0.734,HIGH_CONFIDENCE,2,6,21,153915841.22,2
IBM_NEG_0126,B21387_801C97990,0,0.0334,NORMAL,2,12,63,4170577.35,5
IBM_NEG_0127,B312618_80547E5A0,0,0.0779,NORMAL,1,3,6,33039.38,0
IBM_NEG_0128,B20846_809419200,0,0.0002,NORMAL,1,1,4,235.24,0
IBM_NEG_0129,B322833_80C2F1700,0,0.0002,NORMAL,1,1,2,8528.8,0
IBM_NEG_0130,B32564_80C681C40,0,0.2895,NORMAL,1,10,32,68545382.46,3
IBM_NEG_0131,B1686_8040778D0,0,0.0002,NORMAL,1,1,2,64026.84,0
IBM_NEG_0132,B342293_80F895530,0,0.0002,NORMAL,1,1,2,5901.88,0
IBM_NEG_0133,B15750_808603010,0,0.1766,NORMAL,1,11,42,53863518.28,0
IBM_NEG_0134,B19925_803B09990,0,0.562,MEDIUM_CONFIDENCE,1,4,16,31052971.32,0
IBM_NEG_0135,B234395_80CC1BC20,0,0.0002,NORMAL,1,1,2,131.66,0
IBM_NEG_0136,B44565_810C321A0,0,0.0468,NORMAL,0,3,16,1633063.02,0
IBM_NEG_0137,B331011_80DA4F9B0,0,0.0002,NORMAL,1,1,2,21177.84,0
IBM_NEG_0138,B11471_802EDE370,0,0.1859,NORMAL,2,7,29,643084.3,1
IBM_NEG_0139,B15055_80BC97AC0,0,0.0002,NORMAL,1,1,2,28830.18,0
IBM_NEG_0140,B354042_813C24F41,0,0.0002,NORMAL,1,1,2,2.84,0
IBM_NEG_0141,B29467_803DC92D0,0,0.3774,NORMAL,4,23,113,1054877056.99,7
IBM_NEG_0142,B21568_808B80A30,0,0.0002,NORMAL,1,1,4,19639.06,0
IBM_NEG_0143,B32287_801260CA0,0,0.0002,NORMAL,1,1,2,634.24,0
IBM_NEG_0144,B327099_809E3BBB0,0,0.0002,NORMAL,1,1,2,98.06,0
IBM_NEG_0145,B23842_8019FD500,0,0.2977,NORMAL,4,55,205,400847248.1,29
IBM_NEG_0146,B35684_80F15DC10,1,1.0,HIGH_CONFIDENCE,3,21531,91222,85622277789.93,8509
IBM_NEG_0147,B33851_801BCC9A0,0,0.0002,NORMAL,1,1,2,8217.02,0
IBM_NEG_0148,B1024_80178EAD0,1,1.0,HIGH_CONFIDENCE,3,12797,54214,29716797337.51,4999
IBM_NEG_0149,B315344_808D602E0,0,0.0002,NORMAL,1,1,2,210.1,0
IBM_NEG_0150,B5464_80210DB60,0,0.0911,NORMAL,1,7,34,15954656.18,0
IBM_NEG_0151,B1522_801DE2D00,0,0.4117,NORMAL,2,11,45,5635628.33,2
IBM_NEG_0152,B138010_810418B70,0,0.0002,NORMAL,1,1,2,315361.34,0
IBM_NEG_0153,B1588_806D29A90,0,0.0002,NORMAL,1,1,4,286.22,0
IBM_NEG_0154,B17400_80A041420,1,1.0,HIGH_CONFIDENCE,3,21530,91217,85618490224.13,8509
IBM_NEG_0155,B324323_808DB0D70,0,0.0002,NORMAL,1,1,2,1225.44,0
IBM_NEG_0156,B25768_8093EDDC0,0,0.0002,NORMAL,1,1,2,519.48,0
IBM_NEG_0157,B16792_806EC1090,0,0.0116,NORMAL,0,2,4,123576.94,0
IBM_NEG_0158,B340574_80ED88150,0,0.2995,NORMAL,2,7,32,924892.74,1
IBM_NEG_0159,B210292_804030320,0,0.4533,NORMAL,3,36,132,22634954660.08,7
IBM_NEG_0160,B13264_8019A82D0,0,0.0002,NORMAL,1,1,2,26955.86,0
IBM_NEG_0161,B40188_81407D6F0,0,0.0002,NORMAL,1,1,2,14672.12,0
IBM_NEG_0162,B3698_80D2198D0,0,0.0002,NORMAL,1,1,2,12304.34,0
IBM_NEG_0163,B31720_80C2A8200,1,0.4344,NORMAL,2,10,40,13076698.56,1
IBM_NEG_0164,B17649_80EBC9830,0,0.2815,NORMAL,1,2,8,643.86,0
IBM_NEG_0165,B349082_8123FDC50,0,0.7807,HIGH_CONFIDENCE,2,2,2,265335.06,1
IBM_NEG_0166,B29715_803994DD0,0,0.6039,MEDIUM_CONFIDENCE,2,9,25,8594019.4,2
IBM_NEG_0167,B346738_8111C9A90,0,0.1051,NORMAL,1,3,8,20098.54,0
IBM_NEG_0168,B142836_8100C5460,0,0.323,NORMAL,4,29,110,168153063.38,9
IBM_NEG_0169,B27288_805287DE0,0,0.3582,NORMAL,4,34,100,10390350.15,17
IBM_NEG_0170,B22_801F9E590,1,1.0,HIGH_CONFIDENCE,3,12797,54214,29716797337.51,4999
IBM_NEG_0171,B122080_810467FA0,0,0.0002,NORMAL,1,1,2,246389.48,0
IBM_NEG_0172,B17708_807D80310,0,0.0002,NORMAL,1,1,4,677.72,0
IBM_NEG_0173,B332837_80C738D10,0,0.7807,HIGH_CONFIDENCE,2,2,2,531649.94,1
IBM_NEG_0174,B1502_803D17900,1,1.0,HIGH_CONFIDENCE,3,5846,12011,7276849672.48,5836
IBM_NEG_0175,B40404_80F0CB5F0,0,0.0002,NORMAL,1,1,2,10336.9,0
IBM_NEG_0176,B16792_806590960,0,0.0002,NORMAL,1,1,2,9526391.8,0
IBM_NEG_0177,B240229_80FB381A0,1,1.0,HIGH_CONFIDENCE,3,2697,11193,6383647532.87,1033
IBM_NEG_0178,B13959_80DA91750,0,0.0002,NORMAL,1,1,4,66449.78,0
IBM_NEG_0179,B23691_80774B3A0,0,0.5056,MEDIUM_CONFIDENCE,2,11,43,166362.94,1
IBM_NEG_0180,B28800_8105A8420,0,0.2159,NORMAL,1,8,20,3922696.34,3
IBM_NEG_0181,B10709_812B5B760,0,0.4131,NORMAL,3,27,102,51534610.08,9
IBM_NEG_0182,B246581_811305760,0,0.1783,NORMAL,2,23,58,145845120.46,12
IBM_NEG_0183,B3_805874660,1,1.0,HIGH_CONFIDENCE,3,2189,8957,451870135413.16,893
IBM_NEG_0184,B1292_80224B490,1,1.0,HIGH_CONFIDENCE,3,9605,20013,12654977765.01,9592
IBM_NEG_0185,B28_8060C44F0,1,1.0,HIGH_CONFIDENCE,4,878,1946,35495457027.69,824
IBM_NEG_0186,B115363_81181EF90,0,0.0002,NORMAL,1,1,2,515.08,0
IBM_NEG_0187,B333874_80E3039E0,0,0.7807,HIGH_CONFIDENCE,2,2,2,0.04,1
IBM_NEG_0188,B214_8094DB330,0,0.2189,NORMAL,1,4,7,10533.74,0
IBM_NEG_0189,B26860_812728C50,0,0.0002,NORMAL,1,1,2,1213.68,0
IBM_NEG_0190,B21831_80936F300,0,0.0002,NORMAL,1,1,4,15978.34,0
IBM_NEG_0191,B4503_808A2F8B0,0,0.0036,NORMAL,0,2,6,26536.92,0
IBM_NEG_0192,B19705_812E22D10,0,0.0002,NORMAL,1,1,2,23302.08,0
IBM_NEG_0193,B1047_809FFF7C0,0,0.0002,NORMAL,1,1,4,269739.48,0
IBM_NEG_0194,B20486_8085D2EF0,0,0.0002,NORMAL,1,1,2,867.5,0
IBM_NEG_0195,B332314_80C228DA0,0,0.0002,NORMAL,1,1,2,48111.6,0
IBM_NEG_0196,B1024_812AFD7C0,0,0.3108,NORMAL,1,9,37,1317130.18,1
IBM_NEG_0197,B238190_80F83AC80,0,0.1022,NORMAL,0,5,17,587338.05,0
IBM_NEG_0198,B214_80BE791D0,0,0.0002,NORMAL,1,1,2,861.84,0
IBM_NEG_0199,B34517_80AC4FC70,1,1.0,HIGH_CONFIDENCE,4,9601,19987,12654007023.82,9592
IBM_NEG_0200,B21568_807DF1DF0,0,0.0002,NORMAL,1,1,2,14072.9,0
IBM_NEG_0201,B12735_812446B70,0,0.0002,NORMAL,1,1,2,575.1,0
IBM_NEG_0202,B228054_80A2C16F0,0,0.0002,NORMAL,1,1,4,1909.46,0
IBM_NEG_0203,B316836_8065CFAF0,0,0.1257,NORMAL,1,2,6,3226761.04,0
IBM_NEG_0204,B214_8000A0FA0,1,1.0,HIGH_CONFIDENCE,4,1431,6015,3046640269.77,553
IBM_NEG_0205,B223240_810DCA660,1,1.0,HIGH_CONFIDENCE,4,5849,12020,7284294634.68,5837
IBM_NEG_0206,B6179_80BB02C70,0,0.672,MEDIUM_CONFIDENCE,3,23,89,588155.91,2
IBM_NEG_0207,B29685_809C8CBB0,0,0.3553,NORMAL,1,17,53,8799135.11,7
IBM_NEG_0208,B13037_8032DBB30,0,0.2048,NORMAL,3,76,252,1734738859.1,44
IBM_NEG_0209,B14_803089BB0,0,0.1982,NORMAL,1,10,40,17246987.41,3
IBM_NEG_0210,B28_80C94CF60,0,0.1797,NORMAL,3,26,97,206720804.98,18
IBM_NEG_0211,B1_8003D6F80,0,0.0036,NORMAL,0,2,6,43679.44,0
IBM_NEG_0212,B218665_8073B40B0,0,0.0097,NORMAL,0,5,30,87384608.32,0
IBM_NEG_0213,B254355_81457B191,0,0.3075,NORMAL,2,8,21,15.08,3
IBM_NEG_0214,B120193_8110F4920,0,0.0002,NORMAL,1,1,2,210.34,0
IBM_NEG_0215,B121358_813A46F00,0,0.0002,NORMAL,1,1,2,1948865.9,0
IBM_NEG_0216,B128121_80AE2E470,0,0.0002,NORMAL,1,1,2,16347.42,0
IBM_NEG_0217,B320162_812DED270,0,0.8198,HIGH_CONFIDENCE,2,13,14,746099.97,1
IBM_NEG_0218,B701_800657180,0,0.0002,NORMAL,1,1,2,315747.34,0
IBM_NEG_0219,B25547_80C4D46A0,0,0.0002,NORMAL,1,1,2,39.0,0
IBM_NEG_0220,B1467_80E12D100,0,0.0002,NORMAL,1,1,2,6538361.44,0
IBM_NEG_0221,B41213_81144D630,0,0.0002,NORMAL,1,1,4,11868.3,0
IBM_NEG_0222,B2915_802CF3590,0,0.0002,NORMAL,1,1,4,1118.0,0
IBM_NEG_0223,B221374_8089531C0,0,0.3211,NORMAL,2,18,73,3895795.94,6
IBM_NEG_0224,B71_8049C2420,1,1.0,HIGH_CONFIDENCE,4,988,2180,127823257144.82,953
IBM_NEG_0225,B310933_80E66D1F0,0,0.0002,NORMAL,1,1,2,2847.14,0
IBM_NEG_0226,B15980_812A3C750,0,0.354,NORMAL,1,8,27,1603823.01,0
IBM_NEG_0227,B14011_801820630,0,0.0002,NORMAL,1,1,2,924.14,0
IBM_NEG_0228,B312297_804829B90,0,0.0002,NORMAL,1,1,2,1406295.3,0
IBM_NEG_0229,B349825_8123D03C0,0,0.0779,NORMAL,1,3,6,87051.9,0
IBM_NEG_0230,B244192_8107F0B50,0,0.0002,NORMAL,1,1,4,34564.7,0
IBM_NEG_0231,B24779_8090CB390,0,0.6736,MEDIUM_CONFIDENCE,2,15,67,1126502.56,3
IBM_NEG_0232,B2915_804B6C090,0,0.3693,NORMAL,2,5,18,1535896.42,1
IBM_NEG_0233,B2385_801E0AAA0,1,1.0,HIGH_CONFIDENCE,3,21538,91251,85620950522.64,8512
IBM_NEG_0234,B4600_808F1C5A0,0,0.1553,NORMAL,1,13,63,802521.65,2
IBM_NEG_0235,B217641_806BA69B0,0,0.3661,NORMAL,1,9,35,210262608.95,0
IBM_NEG_0236,B24515_802C1F460,0,0.1349,NORMAL,2,8,28,18776861.59,3
IBM_NEG_0237,B12359_80CBC3040,0,0.0002,NORMAL,1,1,4,80161.06,0
IBM_NEG_0238,B144669_8108B4890,0,0.6099,MEDIUM_CONFIDENCE,4,69,269,23992695.62,1
IBM_NEG_0239,B3700_80096EAE0,0,0.0002,NORMAL,1,1,2,1928.74,0
IBM_NEG_0240,B328655_813670EE0,0,0.0002,NORMAL,1,1,2,231.98,0
IBM_NEG_0241,B339968_80EE34840,0,0.0002,NORMAL,1,1,2,13606.08,0
IBM_NEG_0242,B217950_80BA7F4B0,0,0.2503,NORMAL,1,11,35,2509573.64,6
IBM_NEG_0243,B346919_8112B3030,0,0.0002,NORMAL,1,1,2,139119.74,0
IBM_NEG_0244,B14838_805D67A10,0,0.0002,NORMAL,1,1,2,1534.64,0
IBM_NEG_0245,B21749_8016962E0,0,0.0002,NORMAL,1,1,2,20469.28,0
IBM_NEG_0246,B8455_80A0056D0,0,0.7757,MEDIUM_CONFIDENCE,1,3,12,10621.52,0
IBM_NEG_0247,B19542_8080843D0,0,0.2033,NORMAL,4,39,166,51571070.59,16
IBM_NEG_0248,B225622_813D61190,0,0.1589,NORMAL,1,11,46,18424095.5,3
IBM_NEG_0249,B347822_8117A6EC0,0,0.0002,NORMAL,1,1,2,94056.84,0
IBM_NEG_0250,B36520_8085CAD30,0,0.0002,NORMAL,1,1,2,5782.36,0
IBM_NEG_0251,B16450_811967910,0,0.6593,MEDIUM_CONFIDENCE,2,5,15,424646.19,1
IBM_NEG_0252,B1522_800E6E9C0,0,0.6008,MEDIUM_CONFIDENCE,2,20,62,15564646.2,3
IBM_NEG_0253,B13327_801796520,0,0.0002,NORMAL,1,1,4,3750.66,0
IBM_NEG_0254,B26624_806382120,0,0.0002,NORMAL,1,1,2,29958.36,0
IBM_NEG_0255,B36557_8035BA610,1,1.0,HIGH_CONFIDENCE,4,1069,2207,3550613402.47,1054
IBM_NEG_0256,B120292_808799E90,0,0.3631,NORMAL,3,27,103,16247163.6,11
IBM_NEG_0257,B153502_8147A1A51,0,0.0062,NORMAL,0,2,8,38.52,0
IBM_NEG_0258,B14549_80B3FA830,1,1.0,HIGH_CONFIDENCE,3,9614,20069,12658407597.39,9592
IBM_NEG_0259,B113685_80F2A6320,0,0.0002,NORMAL,1,1,2,122774.54,0
IBM_NEG_0260,B120292_808AC4660,0,0.0484,NORMAL,1,5,20,49018.39,2
IBM_NEG_0261,B15_804240B20,0,0.0002,NORMAL,1,1,4,1092786.64,0
IBM_NEG_0262,B3514_802004260,0,0.0002,NORMAL,1,1,2,20.98,0
IBM_NEG_0263,B323442_80E4B56C0,0,0.0402,NORMAL,1,2,4,1063.6,0
IBM_NEG_0264,B21_80449CCB0,0,0.103,NORMAL,1,15,44,69005990.2,7
IBM_NEG_0265,B325067_8091D7120,0,0.0002,NORMAL,1,1,2,16397.3,0
IBM_NEG_0266,B315246_8058CC570,0,0.7768,HIGH_CONFIDENCE,2,4,8,89924.89,1
IBM_NEG_0267,B31152_801650C60,0,0.0002,NORMAL,1,1,2,41898.0,0
IBM_NEG_0268,B53744_813D2E3C1,0,0.2804,NORMAL,2,7,29,85.37,2
IBM_NEG_0269,B17174_80B9D2850,1,1.0,HIGH_CONFIDENCE,3,5846,12000,7277609273.45,5835
IBM_NEG_0270,B220_80D36EF20,0,0.6054,MEDIUM_CONFIDENCE,4,79,314,73928440.78,2
IBM_NEG_0271,B2385_802448320,0,0.4389,NORMAL,1,9,28,3129576.89,2
IBM_NEG_0272,B9_807139E40,1,1.0,HIGH_CONFIDENCE,4,797,1650,24352593672.48,776
IBM_NEG_0273,B12719_801A0CC10,0,0.0002,NORMAL,1,1,4,144.7,0
IBM_NEG_0274,B10_80655E120,0,0.1305,NORMAL,2,6,26,797067749.8,1
IBM_NEG_0275,B28183_811636980,0,0.602,MEDIUM_CONFIDENCE,4,71,265,28238930.74,4
IBM_NEG_0276,B3051_8070CD280,0,0.1765,NORMAL,2,12,50,107348425.09,3
IBM_NEG_0277,B18549_8045D5110,0,0.0002,NORMAL,1,1,2,1016.9,0
IBM_NEG_0278,B122352_811A915D0,0,0.0002,NORMAL,1,1,2,35.06,0
IBM_NEG_0279,B54879_814621991,0,0.0002,NORMAL,1,1,4,0.43,0
IBM_NEG_0280,B221765_8082A7500,0,0.2594,NORMAL,2,22,67,28612496.5,9
IBM_NEG_0281,B39556_80FA8B690,0,0.0002,NORMAL,1,1,2,5220.4,0
IBM_NEG_0282,B16163_80DED2150,0,0.0667,NORMAL,1,11,53,112755190.14,6
IBM_NEG_0283,B3445_801B403D0,0,0.0002,NORMAL,1,1,2,45958.96,0
IBM_NEG_0284,B1547_802D21870,0,0.0936,NORMAL,1,19,80,14576078.76,8
IBM_NEG_0285,B14_80FD275C0,0,0.5952,MEDIUM_CONFIDENCE,1,6,32,5688475.6,0
IBM_NEG_0286,B10_80AE753B0,0,0.0002,NORMAL,1,1,4,8033361.7,0
IBM_NEG_0287,B212818_804B316C0,0,0.0002,NORMAL,1,1,2,105279.44,0
IBM_NEG_0288,B121_811BE5240,1,0.9978,HIGH_CONFIDENCE,3,495,1037,938327577.86,480
IBM_NEG_0289,B3045_8012F9640,0,0.6393,MEDIUM_CONFIDENCE,2,2,8,13483.92,1
IBM_NEG_0290,B8539_80D354ED0,0,0.0002,NORMAL,1,1,2,129.68,0
IBM_NEG_0291,B26624_807244130,0,0.0036,NORMAL,0,2,6,17347.24,0
IBM_NEG_0292,B134263_80CB6B880,0,0.2749,NORMAL,2,7,28,22136006.32,1
IBM_NEG_0293,B131086_80C657A00,0,0.0316,NORMAL,0,4,20,12346341.88,0
IBM_NEG_0294,B9328_80E802F40,0,0.3732,NORMAL,1,19,68,60379232.25,7
IBM_NEG_0295,B245668_811805760,0,0.4379,NORMAL,1,22,74,9995074.8,9
IBM_NEG_0296,B154887_8146115E1,0,0.0002,NORMAL,1,1,2,0.0,0
IBM_NEG_0297,B343650_811844270,0,0.7807,HIGH_CONFIDENCE,2,2,2,6851.4,1
IBM_NEG_0298,B240229_80FD13E50,0,0.0002,NORMAL,1,1,2,8863.36,0
IBM_NEG_0299,B329062_80A940A20,0,0.0002,NORMAL,1,1,2,36142.16,0
IBM_NEG_0300,B124_813426D81,0,0.2288,NORMAL,2,9,50,354.0,3
IBM_NEG_0301,B213580_8133F3930,0,0.0733,NORMAL,1,9,33,4124685.66,1
IBM_NEG_0302,B154477_814564171,1,1.0,HIGH_CONFIDENCE,3,1541,6673,152619.17,550
IBM_NEG_0303,B2991_808611BC0,0,0.0002,NORMAL,1,1,2,818863.34,0
IBM_NEG_0304,B113865_80E7A0880,0,0.0002,NORMAL,1,1,2,20.72,0
IBM_NEG_0305,B10404_80BCDD0D0,0,0.0002,NORMAL,1,1,2,3982.6,0
IBM_NEG_0306,B26_80829E920,0,0.0564,NORMAL,3,32,126,440454758.61,14
IBM_NEG_0307,B323445_8088CF980,0,0.0002,NORMAL,1,1,2,45343.56,0
IBM_NEG_0308,B15625_809BF2240,0,0.2145,NORMAL,1,12,48,1657014.59,5
IBM_NEG_0309,B13345_80B9DC120,0,0.6777,MEDIUM_CONFIDENCE,2,9,37,794178.15,2
IBM_NEG_0310,B5627_803915880,0,0.6792,MEDIUM_CONFIDENCE,2,13,67,1670051421.68,2
IBM_NEG_0311,B45279_810CE8A10,0,0.0444,NORMAL,0,4,14,7580241.52,0
IBM_NEG_0312,B132722_810499260,0,0.0002,NORMAL,1,1,2,116985.28,0
IBM_NEG_0313,B17321_803BA0390,0,0.0514,NORMAL,1,14,45,753619.9,7
IBM_NEG_0314,B210997_80C3DD910,0,0.2105,NORMAL,1,11,31,6734974532.59,1
IBM_NEG_0315,B19818_80A474360,0,0.0002,NORMAL,1,1,4,553.28,0
IBM_NEG_0316,B10581_80462FD00,0,0.0002,NORMAL,1,1,2,74605.28,0
IBM_NEG_0317,B16_804AC9C60,0,0.0878,NORMAL,1,2,12,2779126.12,0
IBM_NEG_0318,B341931_80FA599F0,0,0.0002,NORMAL,1,1,2,1195.04,0
IBM_NEG_0319,B513_8069F03A0,0,0.0077,NORMAL,1,6,26,25559584.1,0
IBM_NEG_0320,B15_80A73A1C0,0,0.0002,NORMAL,1,1,2,63.04,0
IBM_NEG_0321,B11157_80D15BF80,1,1.0,HIGH_CONFIDENCE,4,9609,20030,12660214323.09,9593
IBM_NEG_0322,B6075_80D2F4810,0,0.0002,NORMAL,1,1,2,34096.44,0
IBM_NEG_0323,B4242_812CCFA70,0,0.0002,NORMAL,1,1,2,32.54,0
IBM_NEG_0324,B130864_813EF0CD0,0,0.285,NORMAL,1,18,48,22549264.34,7
IBM_NEG_0325,B244723_81262EE10,0,0.548,MEDIUM_CONFIDENCE,1,12,47,3636399.51,0
IBM_NEG_0326,B32564_80C9278E0,0,0.0002,NORMAL,1,1,2,263076.22,0
IBM_NEG_0327,B45279_8113BA230,0,0.283,NORMAL,1,11,30,37088027.81,5
IBM_NEG_0328,B10_80634CB30,0,0.1193,NORMAL,2,10,41,403954332.07,3
IBM_NEG_0329,B212_8076AF7F0,0,0.8581,HIGH_CONFIDENCE,2,8,29,9429967.5,3
IBM_NEG_0330,B908_810F9A380,0,0.0002,NORMAL,1,1,2,4520.06,0
IBM_NEG_0331,B12004_802AF8130,0,0.0002,NORMAL,1,1,2,12.24,0
IBM_NEG_0332,B18097_8048A5EE0,0,0.032,NORMAL,0,3,6,125634.04,0
IBM_NEG_0333,B113304_8059C14F0,0,0.3158,NORMAL,2,17,69,450010157.09,5
IBM_NEG_0334,B23538_808BC4430,0,0.0698,NORMAL,1,8,31,5722689.56,3
IBM_NEG_0335,B5464_80AF4C440,0,0.0002,NORMAL,1,1,4,34540.52,0
IBM_NEG_0336,B48309_811DF6C50,0,0.3249,NORMAL,2,8,34,13644283.26,3
IBM_NEG_0337,B37782_8072E9EF0,0,0.0002,NORMAL,1,1,2,82691.36,0
IBM_NEG_0338,B43818_810616A50,1,1.0,HIGH_CONFIDENCE,4,1005,2164,2853559131.59,977
IBM_NEG_0339,B21575_80192BD10,0,0.337,NORMAL,1,4,26,283989.02,0
IBM_NEG_0340,B153706_813DA9E11,1,0.997,HIGH_CONFIDENCE,4,763,1575,41189.4,756
IBM_NEG_0341,B10060_803AFD1E0,0,0.4125,NORMAL,2,8,32,107153746.53,2
