transaction_id,sender_entity_id,receiver_entity_id,amount,timestamp,transaction_type,channel,sender_state,receiver_state,is_cash_out,is_suspicious,ring_id
T002934,ENT_000481,ENT_000392,34241.06,2026-02-16 16:21:15,IMPS,Mobile Banking,Madhya Pradesh,Madhya Pradesh,0,0,NORMAL
T002935,ENT_000416,ENT_000589,374.09,2026-02-16 16:28:05,UPI,UPI App,Rajasthan,Telangana,0,0,NORMAL
T002936,ENT_000279,ENT_000694,549.93,2026-02-16 16:36:12,UPI,UPI App,Odisha,Maharashtra,0,0,NORMAL
T002937,ENT_000466,ENT_000626,36465.44,2026-02-16 16:48:09,IMPS,Mobile Banking,Rajasthan,Punjab,0,0,NORMAL
T002938,ENT_000308,ENT_000385,2140.94,2026-02-16 17:22:05,UPI,UPI App,Bihar,Karnataka,0,0,NORMAL
T002939,ENT_000017,ENT_000435,42753.54,2026-02-16 17:38:24,IMPS,Mobile Banking,Odisha,Rajasthan,0,0,NORMAL
T002940,ENT_000645,ENT_000289,1986.66,2026-02-16 17:39:52,UPI,UPI App,Telangana,Punjab,0,0,NORMAL
T002941,ENT_000033,ENT_000380,561.38,2026-02-16 18:06:25,CARD,Internet Banking,Rajasthan,Tamil Nadu,0,0,NORMAL
T002942,ENT_000139,ENT_000560,802.92,2026-02-16 18:13:31,UPI,UPI App,Bihar,Tamil Nadu,0,0,NORMAL
T002943,ENT_000200,ENT_000446,1412.03,2026-02-16 18:15:04,UPI,UPI App,Bihar,Odisha,0,0,NORMAL
T002944,ENT_000547,ENT_000019,4963.68,2026-02-16 18:45:20,UPI,UPI App,Telangana,Delhi,0,0,NORMAL
T002945,ENT_000567,ATM_018,3851.77,2026-02-16 18:48:24,CASH_WITHDRAWAL,ATM,Bihar,Karnataka,1,0,NORMAL
T002946,ENT_000664,ENT_000043,5639.23,2026-02-16 18:57:25,NEFT,Internet Banking,Karnataka,Karnataka,0,0,NORMAL
T002947,ENT_000289,ENT_000169,29212.72,2026-02-16 19:05:39,NEFT,Internet Banking,Punjab,West Bengal,0,0,NORMAL
T002948,ENT_000371,ENT_000525,1858.4,2026-02-16 19:40:17,UPI,UPI App,Madhya Pradesh,Maharashtra,0,0,NORMAL
T002949,ENT_000163,ENT_000099,4903.68,2026-02-16 19:40:40,CARD,Internet Banking,Delhi,Bihar,0,0,NORMAL
T002950,ENT_000027,ENT_000366,19948.09,2026-02-16 19:49:35,IMPS,Mobile Banking,West Bengal,Kerala,0,0,NORMAL
T002951,ENT_000029,ENT_000167,1398.02,2026-02-16 20:15:11,UPI,UPI App,Punjab,Delhi,0,0,NORMAL
T002952,ENT_000437,ENT_000372,35480.3,2026-02-16 20:19:19,NEFT,Internet Banking,Tamil Nadu,Gujarat,0,0,NORMAL
T002953,ENT_000515,ENT_000456,224.44,2026-02-16 21:51:44,UPI,UPI App,Odisha,Maharashtra,0,0,NORMAL
T002954,ENT_000249,ENT_000686,3661.98,2026-02-16 23:27:09,UPI,UPI App,Kerala,Bihar,0,0,NORMAL
T002955,ENT_000270,ENT_000174,1841.81,2026-02-17 01:24:05,UPI,UPI App,Maharashtra,Gujarat,0,0,NORMAL
T002956,ENT_000093,ENT_000563,46370.59,2026-02-17 02:00:55,NEFT,Internet Banking,Madhya Pradesh,Rajasthan,0,1,RING_008
T002957,ENT_000093,ENT_000292,46332.37,2026-02-17 02:21:55,UPI,UPI App,Madhya Pradesh,Telangana,0,1,RING_008
T002958,ENT_000563,ATM_023,44546.06,2026-02-17 02:54:55,CASH_WITHDRAWAL,ATM,Rajasthan,Madhya Pradesh,1,1,RING_008
T002959,ENT_000093,ENT_000573,44020.75,2026-02-17 03:00:55,NEFT,Internet Banking,Madhya Pradesh,Gujarat,0,1,RING_008
T002960,ENT_000292,ATM_018,44545.43,2026-02-17 03:20:55,CASH_WITHDRAWAL,ATM,Telangana,Karnataka,1,1,RING_008
T002961,ENT_000093,ENT_000597,47859.07,2026-02-17 03:45:55,UPI,UPI App,Madhya Pradesh,Telangana,0,1,RING_008
T002962,ENT_000573,ATM_023,42665.68,2026-02-17 04:10:55,CASH_WITHDRAWAL,ATM,Gujarat,Madhya Pradesh,1,1,RING_008
T002963,ENT_000281,ENT_000145,101484.72,2026-02-17 04:22:08,UPI,UPI App,Odisha,Delhi,0,1,RING_013
T002964,ENT_000597,ATM_018,45579.7,2026-02-17 04:39:55,CASH_WITHDRAWAL,ATM,Telangana,Karnataka,1,1,RING_008
T002965,ENT_000281,ENT_000426,98113.75,2026-02-17 05:01:08,NEFT,Internet Banking,Odisha,Kerala,0,1,RING_013
T002966,ENT_000438,ENT_000067,744.48,2026-02-17 05:17:58,UPI,UPI App,Karnataka,Delhi,0,0,NORMAL
T002967,ENT_000467,ENT_000489,2245.89,2026-02-17 05:28:52,UPI,UPI App,Madhya Pradesh,Maharashtra,0,0,NORMAL
T002968,ENT_000281,ENT_000173,100006.09,2026-02-17 05:33:08,UPI,UPI App,Odisha,Madhya Pradesh,0,1,RING_013
T002969,ENT_000145,ATM_011,99235.25,2026-02-17 05:45:08,CASH_WITHDRAWAL,ATM,Delhi,West Bengal,1,1,RING_013
T002970,ENT_000426,ATM_016,95113.17,2026-02-17 06:09:08,CASH_WITHDRAWAL,ATM,Kerala,Punjab,1,1,RING_013
T002971,ENT_000281,ENT_000379,103664.17,2026-02-17 06:18:08,UPI,UPI App,Odisha,Bihar,0,1,RING_013
T002972,ENT_000035,ENT_000074,864.92,2026-02-17 06:52:43,IMPS,Mobile Banking,Maharashtra,Kerala,0,0,NORMAL
T002973,ENT_000379,ATM_016,100756.31,2026-02-17 07:05:08,CASH_WITHDRAWAL,ATM,Bihar,Punjab,1,1,RING_013
T002974,ENT_000173,ATM_016,95447.06,2026-02-17 07:15:08,CASH_WITHDRAWAL,ATM,Madhya Pradesh,Punjab,1,1,RING_013
T002975,ENT_000132,ENT_000682,48586.49,2026-02-17 07:34:28,NEFT,Bank Branch,Kerala,Kerala,0,0,NORMAL
T002976,ENT_000484,ENT_000647,994.19,2026-02-17 08:10:04,UPI,UPI App,Maharashtra,Kerala,0,0,NORMAL
T002977,ENT_000007,ENT_000553,15396.04,2026-02-17 09:06:31,IMPS,Mobile Banking,Rajasthan,Tamil Nadu,0,0,NORMAL
T002978,ENT_000502,ENT_000065,27073.99,2026-02-17 09:06:47,NEFT,Bank Branch,Odisha,Punjab,0,0,NORMAL
T002979,ENT_000346,ENT_000653,5729.74,2026-02-17 09:23:55,NEFT,Bank Branch,Tamil Nadu,Odisha,0,0,NORMAL
T002980,ENT_000582,ATM_001,4779.23,2026-02-17 09:25:51,CASH_WITHDRAWAL,ATM,Maharashtra,Telangana,1,0,NORMAL
T002981,ENT_000050,ENT_000550,5500.94,2026-02-17 09:28:02,IMPS,Mobile Banking,Uttar Pradesh,Gujarat,0,0,NORMAL
T002982,ENT_000162,ENT_000031,426810.04,2026-02-17 09:36:40,NEFT,Bank Branch,Telangana,Punjab,0,0,NORMAL
T002983,ENT_000024,ENT_000277,2360.09,2026-02-17 09:38:56,UPI,UPI App,Delhi,Punjab,0,0,NORMAL
T002984,ENT_000316,ENT_000372,1243.46,2026-02-17 09:51:36,UPI,UPI App,West Bengal,Gujarat,0,0,NORMAL
T002985,ENT_000313,ENT_000462,42154.27,2026-02-17 10:07:31,IMPS,Mobile Banking,Punjab,West Bengal,0,0,NORMAL
T002986,ENT_000147,ENT_000610,2646.86,2026-02-17 10:14:22,CARD,Internet Banking,Bihar,Telangana,0,0,NORMAL
T002987,ENT_000467,ENT_000323,4654.21,2026-02-17 10:28:09,UPI,UPI App,Madhya Pradesh,West Bengal,0,0,NORMAL
T002988,ENT_000467,ENT_000330,4454.88,2026-02-17 11:42:13,UPI,UPI App,Madhya Pradesh,Maharashtra,0,0,NORMAL
T002989,ENT_000320,ENT_000451,41198.81,2026-02-17 11:42:51,NEFT,Bank Branch,Tamil Nadu,Odisha,0,0,NORMAL
T002990,ENT_000638,ENT_000447,3555.88,2026-02-17 11:57:24,UPI,UPI App,Delhi,Odisha,0,0,NORMAL
T002991,ENT_000065,ENT_000442,4640.25,2026-02-17 12:19:26,UPI,UPI App,Punjab,Karnataka,0,0,NORMAL
T002992,ENT_000583,ENT_000640,3206.76,2026-02-17 12:30:52,UPI,UPI App,Punjab,Rajasthan,0,0,NORMAL
T002993,ENT_000121,ENT_000502,2022.39,2026-02-17 12:33:34,IMPS,Internet Banking,Maharashtra,Odisha,0,0,NORMAL
T002994,ENT_000539,ENT_000350,4418.22,2026-02-17 12:45:06,UPI,UPI App,Maharashtra,Karnataka,0,0,NORMAL
T002995,ENT_000509,ENT_000352,1205.44,2026-02-17 13:03:05,UPI,UPI App,Punjab,Karnataka,0,0,NORMAL
T002996,ENT_000694,ENT_000469,25785.92,2026-02-17 13:57:18,IMPS,Mobile Banking,Maharashtra,West Bengal,0,0,NORMAL
T002997,ENT_000181,ENT_000485,1468.44,2026-02-17 14:02:04,UPI,UPI App,Rajasthan,Gujarat,0,0,NORMAL
T002998,ENT_000204,ENT_000282,2632.4,2026-02-17 14:37:09,IMPS,Internet Banking,Madhya Pradesh,Rajasthan,0,0,NORMAL
T002999,ENT_000498,ENT_000553,1443.27,2026-02-17 15:26:16,UPI,UPI App,Telangana,Tamil Nadu,0,0,NORMAL
T003000,ENT_000264,ENT_000409,3442.9,2026-02-17 15:27:15,UPI,UPI App,Tamil Nadu,Telangana,0,0,NORMAL
T003001,ENT_000365,ENT_000286,2765.11,2026-02-17 15:30:56,CARD,Internet Banking,Punjab,West Bengal,0,0,NORMAL
T003002,ENT_000103,ENT_000289,30675.93,2026-02-17 16:10:42,CARD,POS,Maharashtra,Punjab,0,0,NORMAL
T003003,ENT_000060,ATM_047,33925.08,2026-02-17 16:49:01,CASH_WITHDRAWAL,ATM,Bihar,Maharashtra,1,0,NORMAL
T003004,ENT_000328,ENT_000490,46964.54,2026-02-17 17:19:19,IMPS,Internet Banking,Maharashtra,Bihar,0,0,NORMAL
T003005,ENT_000107,ENT_000194,29354.2,2026-02-17 17:36:44,NEFT,Internet Banking,Rajasthan,Punjab,0,0,NORMAL
T003006,ENT_000027,ENT_000516,31191.0,2026-02-17 17:38:03,IMPS,Internet Banking,West Bengal,Bihar,0,0,NORMAL
T003007,ENT_000141,ENT_000674,397192.33,2026-02-17 18:15:43,RTGS,Internet Banking,Maharashtra,Maharashtra,0,0,NORMAL
T003008,ENT_000004,ENT_000459,1324.8,2026-02-17 19:21:45,CARD,POS,Uttar Pradesh,Tamil Nadu,0,0,NORMAL
T003009,ENT_000213,ENT_000046,10963.58,2026-02-17 19:23:22,IMPS,Internet Banking,Maharashtra,Maharashtra,0,0,NORMAL
T003010,ENT_000034,ATM_033,2705.03,2026-02-17 19:37:10,CASH_WITHDRAWAL,ATM,Punjab,Karnataka,1,0,NORMAL
T003011,ENT_000111,ATM_019,4108.49,2026-02-17 19:40:36,CASH_WITHDRAWAL,ATM,Karnataka,Maharashtra,1,0,NORMAL
T003012,ENT_000418,ENT_000613,34562.24,2026-02-17 19:54:30,IMPS,Mobile Banking,Tamil Nadu,Odisha,0,1,RING_002
T003013,ENT_000238,ENT_000380,4125.26,2026-02-17 20:09:34,UPI,UPI App,Gujarat,Tamil Nadu,0,0,NORMAL
T003014,ENT_000015,ENT_000115,4802.2,2026-02-17 20:13:26,CARD,POS,Rajasthan,Madhya Pradesh,0,0,NORMAL
T003015,ENT_000673,ENT_000498,24974.99,2026-02-17 20:18:10,NEFT,Internet Banking,Maharashtra,Telangana,0,0,NORMAL
T003016,ENT_000106,ENT_000613,36855.74,2026-02-17 20:24:30,UPI,UPI App,Uttar Pradesh,Odisha,0,1,RING_002
T003017,ENT_000308,ENT_000391,1853.17,2026-02-17 20:27:42,CARD,POS,Bihar,Maharashtra,0,0,NORMAL
T003018,ENT_000027,ENT_000613,36030.53,2026-02-17 20:51:30,UPI,UPI App,West Bengal,Odisha,0,1,RING_002
T003019,ENT_000092,ENT_000613,35784.74,2026-02-17 21:36:30,IMPS,Mobile Banking,Maharashtra,Odisha,0,1,RING_002
T003020,ENT_000363,ENT_000613,37175.86,2026-02-17 21:47:30,IMPS,Mobile Banking,Bihar,Odisha,0,1,RING_002
T003021,ENT_000568,ENT_000613,35315.67,2026-02-17 22:10:30,UPI,UPI App,Odisha,Odisha,0,1,RING_002
T003022,ENT_000096,ENT_000613,34063.64,2026-02-17 22:45:30,UPI,UPI App,Uttar Pradesh,Odisha,0,1,RING_002
T003023,ENT_000612,ENT_000613,35186.86,2026-02-17 23:10:30,UPI,UPI App,Madhya Pradesh,Odisha,0,1,RING_002
T003024,ENT_000613,ATM_025,275242.98,2026-02-18 00:26:30,CASH_WITHDRAWAL,ATM,Odisha,Karnataka,1,1,RING_002
T003025,ENT_000622,ENT_000460,215474.86,2026-02-18 02:17:49,IMPS,Mobile Banking,Bihar,Uttar Pradesh,0,1,RING_024
T003026,ENT_000622,ENT_000173,198899.87,2026-02-18 02:37:49,IMPS,Mobile Banking,Bihar,Madhya Pradesh,0,1,RING_024
T003027,ENT_000060,ENT_000094,17907.17,2026-02-18 03:37:43,IMPS,Internet Banking,Bihar,Punjab,0,0,NORMAL
T003028,ENT_000460,ENT_000691,206855.87,2026-02-18 04:25:49,UPI,UPI App,Uttar Pradesh,Odisha,0,1,RING_024
T003029,ENT_000136,ENT_000696,7883.97,2026-02-18 05:00:02,NEFT,Bank Branch,West Bengal,Odisha,0,0,NORMAL
T003030,ENT_000173,ENT_000691,190943.88,2026-02-18 05:01:49,UPI,UPI App,Madhya Pradesh,Odisha,0,1,RING_024
T003031,ENT_000691,ENT_000537,381224.76,2026-02-18 06:22:49,NEFT,Internet Banking,Odisha,Gujarat,0,1,RING_024
T003032,ENT_000537,ATM_012,369788.01,2026-02-18 07:12:49,CASH_WITHDRAWAL,ATM,Gujarat,Bihar,1,1,RING_024
T003033,ENT_000139,ENT_000645,4940.44,2026-02-18 07:34:54,UPI,UPI App,Bihar,Telangana,0,0,NORMAL
T003034,ENT_000034,ENT_000592,23697.59,2026-02-18 07:42:46,NEFT,Internet Banking,Punjab,West Bengal,0,0,NORMAL
T003035,ENT_000328,ENT_000354,220.04,2026-02-18 07:45:07,UPI,UPI App,Maharashtra,Tamil Nadu,0,0,NORMAL
T003036,ENT_000659,ENT_000517,25861.97,2026-02-18 07:45:39,NEFT,Internet Banking,Bihar,Bihar,0,0,NORMAL
T003037,ENT_000452,ENT_000190,205.24,2026-02-18 07:47:58,UPI,UPI App,Gujarat,Uttar Pradesh,0,0,NORMAL
T003038,ENT_000009,ENT_000487,1099.69,2026-02-18 07:57:35,CARD,Internet Banking,Kerala,Uttar Pradesh,0,0,NORMAL
T003039,ENT_000581,ENT_000594,647.12,2026-02-18 08:06:03,UPI,UPI App,Punjab,Maharashtra,0,0,NORMAL
T003040,ENT_000102,ENT_000654,3725.89,2026-02-18 08:28:55,UPI,UPI App,Maharashtra,Gujarat,0,0,NORMAL
T003041,ENT_000032,ENT_000011,336938.11,2026-02-18 08:35:04,NEFT,Bank Branch,Karnataka,Telangana,0,0,NORMAL
T003042,ENT_000384,ENT_000395,4137.41,2026-02-18 08:42:20,UPI,UPI App,Bihar,Telangana,0,0,NORMAL
T003043,ENT_000143,ENT_000573,285675.15,2026-02-18 08:54:10,NEFT,Bank Branch,Odisha,Gujarat,0,0,NORMAL
T003044,ENT_000601,ENT_000224,19497.05,2026-02-18 08:54:17,IMPS,Mobile Banking,Telangana,Tamil Nadu,0,0,NORMAL
T003045,ENT_000309,ATM_014,1605.47,2026-02-18 09:55:17,CASH_WITHDRAWAL,ATM,Odisha,Kerala,1,0,NORMAL
T003046,ENT_000353,ENT_000385,48497.58,2026-02-18 10:11:47,IMPS,Internet Banking,Karnataka,Karnataka,0,0,NORMAL
T003047,ENT_000323,ENT_000204,900.97,2026-02-18 10:13:22,UPI,UPI App,West Bengal,Madhya Pradesh,0,0,NORMAL
T003048,ENT_000080,ENT_000031,16299.59,2026-02-18 10:23:59,IMPS,Mobile Banking,Punjab,Punjab,0,0,NORMAL
T003049,ENT_000562,ENT_000347,2082.54,2026-02-18 10:42:23,UPI,UPI App,Rajasthan,Punjab,0,0,NORMAL
T003050,ENT_000281,ENT_000139,3041.73,2026-02-18 10:46:21,UPI,UPI App,Odisha,Bihar,0,0,NORMAL
T003051,ENT_000463,ENT_000617,9862.5,2026-02-18 10:52:43,IMPS,Internet Banking,Delhi,Gujarat,0,0,NORMAL
T003052,ENT_000434,ENT_000569,119446.05,2026-02-18 10:53:00,IMPS,Mobile Banking,Rajasthan,Telangana,0,1,RING_019
T003053,ENT_000626,ATM_047,3953.42,2026-02-18 10:54:14,CASH_WITHDRAWAL,ATM,Punjab,Maharashtra,1,0,NORMAL
T003054,ENT_000343,ENT_000265,3713.5,2026-02-18 11:00:24,UPI,UPI App,Telangana,Madhya Pradesh,0,0,NORMAL
T003055,ENT_000434,ENT_000463,110257.89,2026-02-18 11:25:00,IMPS,Mobile Banking,Rajasthan,Delhi,0,1,RING_019
T003056,ENT_000515,ATM_042,1801.35,2026-02-18 11:32:30,CASH_WITHDRAWAL,ATM,Odisha,Bihar,1,0,NORMAL
T003057,ENT_000257,ENT_000554,2033.42,2026-02-18 12:13:28,UPI,UPI App,West Bengal,Karnataka,0,0,NORMAL
T003058,ENT_000004,ENT_000401,149.2,2026-02-18 12:24:00,UPI,UPI App,Uttar Pradesh,Telangana,0,0,NORMAL
T003059,ENT_000202,ENT_000392,272721.53,2026-02-18 12:39:00,RTGS,Bank Branch,Delhi,Madhya Pradesh,0,0,NORMAL
T003060,ENT_000237,ENT_000292,3629.44,2026-02-18 12:40:23,UPI,UPI App,Delhi,Telangana,0,0,NORMAL
T003061,ENT_000569,ENT_000043,114668.21,2026-02-18 12:43:00,UPI,UPI App,Telangana,Karnataka,0,1,RING_019
T003062,ENT_000327,ENT_000093,1572.9,2026-02-18 12:43:24,UPI,UPI App,Rajasthan,Madhya Pradesh,0,0,NORMAL
T003063,ENT_000463,ENT_000043,105847.57,2026-02-18 13:05:00,UPI,UPI App,Delhi,Karnataka,0,1,RING_019
T003064,ENT_000109,ENT_000188,35672.97,2026-02-18 13:24:00,NEFT,Bank Branch,Punjab,Tamil Nadu,0,0,NORMAL
T003065,ENT_000193,ENT_000329,173279.77,2026-02-18 13:26:59,IMPS,Mobile Banking,Odisha,Rajasthan,0,1,RING_009
T003066,ENT_000193,ENT_000020,159950.56,2026-02-18 13:46:59,IMPS,Mobile Banking,Odisha,Gujarat,0,1,RING_009
T003067,ENT_000097,ENT_000286,26626.09,2026-02-18 14:00:45,NEFT,Bank Branch,Karnataka,West Bengal,0,0,NORMAL
T003068,ENT_000305,ENT_000530,428114.49,2026-02-18 14:12:40,NEFT,Internet Banking,Maharashtra,Gujarat,0,0,NORMAL
T003069,ENT_000043,ENT_000002,211327.62,2026-02-18 14:15:00,NEFT,Internet Banking,Karnataka,Delhi,0,1,RING_019
T003070,ENT_000606,ENT_000273,62902.31,2026-02-18 14:18:42,NEFT,Internet Banking,Punjab,Gujarat,0,0,NORMAL
T003071,ENT_000495,ENT_000304,46773.08,2026-02-18 14:38:30,IMPS,Internet Banking,Tamil Nadu,Bihar,0,0,NORMAL
T003072,ENT_000265,ENT_000311,481.9,2026-02-18 14:43:18,UPI,UPI App,Madhya Pradesh,Delhi,0,0,NORMAL
T003073,ENT_000134,ENT_000292,696.07,2026-02-18 14:46:22,UPI,UPI App,Madhya Pradesh,Telangana,0,0,NORMAL
T003074,ENT_000002,ATM_001,204987.79,2026-02-18 14:52:00,CASH_WITHDRAWAL,ATM,Delhi,Telangana,1,1,RING_019
T003075,ENT_000329,ENT_000156,166348.58,2026-02-18 14:55:59,UPI,UPI App,Rajasthan,Madhya Pradesh,0,1,RING_009
T003076,ENT_000020,ENT_000156,153552.54,2026-02-18 15:14:59,UPI,UPI App,Gujarat,Madhya Pradesh,0,1,RING_009
T003077,ENT_000400,ENT_000517,4086.08,2026-02-18 15:25:04,IMPS,Internet Banking,Uttar Pradesh,Bihar,0,0,NORMAL
T003078,ENT_000286,ENT_000288,3338.05,2026-02-18 15:51:35,UPI,UPI App,West Bengal,Maharashtra,0,0,NORMAL
T003079,ENT_000155,ENT_000110,3143.58,2026-02-18 15:54:41,UPI,UPI App,Uttar Pradesh,Maharashtra,0,0,NORMAL
T003080,ENT_000515,ENT_000191,4422.83,2026-02-18 15:57:00,UPI,UPI App,Odisha,Telangana,0,0,NORMAL
T003081,ENT_000017,ENT_000330,4465.6,2026-02-18 16:22:03,UPI,UPI App,Odisha,Maharashtra,0,0,NORMAL
T003082,ENT_000223,ENT_000226,4515.02,2026-02-18 17:00:04,UPI,UPI App,Madhya Pradesh,Maharashtra,0,0,NORMAL
T003083,ENT_000156,ENT_000051,306571.91,2026-02-18 17:02:59,NEFT,Internet Banking,Madhya Pradesh,Punjab,0,1,RING_009
T003084,ENT_000513,ENT_000384,1603.11,2026-02-18 17:13:42,UPI,UPI App,Maharashtra,Bihar,0,0,NORMAL
T003085,ENT_000295,ENT_000196,4891.3,2026-02-18 17:16:41,UPI,UPI App,Rajasthan,Bihar,0,0,NORMAL
T003086,ENT_000051,ATM_019,297374.75,2026-02-18 17:35:59,CASH_WITHDRAWAL,ATM,Punjab,Maharashtra,1,1,RING_009
T003087,ENT_000698,ENT_000628,1382.72,2026-02-18 17:42:52,UPI,UPI App,Delhi,Telangana,0,0,NORMAL
T003088,ENT_000231,ENT_000298,26785.08,2026-02-18 18:23:30,IMPS,Internet Banking,Punjab,West Bengal,0,0,NORMAL
T003089,ENT_000575,ENT_000552,2459.38,2026-02-18 18:29:01,UPI,UPI App,Punjab,Rajasthan,0,0,NORMAL
T003090,ENT_000683,ENT_000381,48176.24,2026-02-18 18:48:25,CARD,Internet Banking,Delhi,Maharashtra,0,0,NORMAL
T003091,ENT_000643,ENT_000024,402954.7,2026-02-18 18:52:28,RTGS,Internet Banking,West Bengal,Delhi,0,0,NORMAL
T003092,ENT_000623,ENT_000491,31816.2,2026-02-18 18:58:31,NEFT,Internet Banking,Rajasthan,West Bengal,0,0,NORMAL
T003093,ENT_000553,ENT_000200,3415.82,2026-02-18 20:45:46,UPI,UPI App,Tamil Nadu,Bihar,0,0,NORMAL
T003094,ENT_000288,ENT_000340,43213.26,2026-02-18 21:38:47,CARD,POS,Maharashtra,Odisha,0,0,NORMAL
T003095,ENT_000524,ENT_000361,962.01,2026-02-18 21:47:55,UPI,UPI App,Kerala,Kerala,0,0,NORMAL
T003096,ENT_000621,ENT_000004,426.08,2026-02-18 21:52:35,UPI,UPI App,Uttar Pradesh,Uttar Pradesh,0,0,NORMAL
T003097,ENT_000402,ENT_000199,27851.5,2026-02-19 05:09:34,IMPS,Internet Banking,Uttar Pradesh,Uttar Pradesh,0,0,NORMAL
T003098,ENT_000643,ENT_000492,108763.03,2026-02-19 05:13:03,NEFT,Internet Banking,West Bengal,Gujarat,0,0,NORMAL
T003099,ENT_000513,ENT_000277,4920.8,2026-02-19 05:29:12,UPI,UPI App,Maharashtra,Punjab,0,0,NORMAL
T003100,ENT_000180,ENT_000614,497990.6,2026-02-19 05:37:03,RTGS,Internet Banking,Madhya Pradesh,Rajasthan,0,0,NORMAL
T003101,ENT_000654,ENT_000406,9256.26,2026-02-19 05:40:20,NEFT,Bank Branch,Gujarat,Madhya Pradesh,0,0,NORMAL
T003102,ENT_000639,ATM_013,161.47,2026-02-19 06:53:01,CASH_WITHDRAWAL,ATM,Bihar,Telangana,1,0,NORMAL
T003103,ENT_000476,ENT_000537,2700.93,2026-02-19 07:08:28,CARD,POS,Tamil Nadu,Gujarat,0,0,NORMAL
T003104,ENT_000414,ENT_000583,2310.14,2026-02-19 07:09:41,UPI,UPI App,Rajasthan,Punjab,0,0,NORMAL
T003105,ENT_000423,ENT_000573,6635.69,2026-02-19 07:16:20,NEFT,Internet Banking,Uttar Pradesh,Gujarat,0,0,NORMAL
T003106,ENT_000527,ENT_000516,1689.06,2026-02-19 07:35:44,UPI,UPI App,Odisha,Bihar,0,0,NORMAL
T003107,ENT_000519,ENT_000607,3337.99,2026-02-19 08:02:36,UPI,UPI App,Telangana,Maharashtra,0,0,NORMAL
T003108,ENT_000447,ENT_000452,597.0,2026-02-19 08:14:37,UPI,UPI App,Odisha,Gujarat,0,0,NORMAL
T003109,ENT_000033,ENT_000148,454.62,2026-02-19 08:44:14,UPI,UPI App,Rajasthan,Bihar,0,0,NORMAL
T003110,ENT_000018,ENT_000234,4949.27,2026-02-19 08:52:55,UPI,UPI App,Kerala,Gujarat,0,0,NORMAL
T003111,ENT_000353,ENT_000590,3978.78,2026-02-19 09:18:10,UPI,UPI App,Karnataka,Punjab,0,0,NORMAL
T003112,ENT_000120,ENT_000599,49231.19,2026-02-19 09:24:08,IMPS,Internet Banking,West Bengal,Telangana,0,0,NORMAL
T003113,ENT_000295,ENT_000201,31830.16,2026-02-19 09:26:04,NEFT,Internet Banking,Rajasthan,Maharashtra,0,0,NORMAL
T003114,ENT_000601,ENT_000498,17694.16,2026-02-19 09:28:50,IMPS,Mobile Banking,Telangana,Telangana,0,0,NORMAL
T003115,ENT_000233,ENT_000100,481436.54,2026-02-19 09:35:08,RTGS,Bank Branch,West Bengal,Kerala,0,0,NORMAL
T003116,ENT_000178,ENT_000143,2060.87,2026-02-19 10:24:35,UPI,UPI App,Gujarat,Odisha,0,0,NORMAL
T003117,ENT_000110,ENT_000087,396.43,2026-02-19 10:26:50,UPI,UPI App,Maharashtra,Delhi,0,0,NORMAL
T003118,ENT_000209,ENT_000313,4337.88,2026-02-19 10:33:11,UPI,UPI App,Maharashtra,Punjab,0,0,NORMAL
T003119,ENT_000445,ENT_000539,1427.92,2026-02-19 11:28:37,CARD,Internet Banking,West Bengal,Maharashtra,0,0,NORMAL
T003120,ENT_000268,ENT_000158,4856.66,2026-02-19 11:47:16,UPI,UPI App,Bihar,Telangana,0,0,NORMAL
T003121,ENT_000003,ENT_000080,23400.48,2026-02-19 12:08:39,NEFT,Internet Banking,Bihar,Punjab,0,0,NORMAL
T003122,ENT_000060,ENT_000650,4721.93,2026-02-19 12:29:24,CARD,POS,Bihar,Karnataka,0,0,NORMAL
T003123,ENT_000486,ENT_000562,3152.46,2026-02-19 12:47:19,UPI,UPI App,Uttar Pradesh,Rajasthan,0,0,NORMAL
T003124,ENT_000160,ENT_000405,1614.46,2026-02-19 13:17:09,UPI,UPI App,Kerala,Kerala,0,0,NORMAL
T003125,ENT_000229,ENT_000572,181626.1,2026-02-19 13:19:39,NEFT,Bank Branch,Odisha,Maharashtra,0,0,NORMAL
T003126,ENT_000548,ENT_000551,1779.53,2026-02-19 13:19:49,IMPS,Internet Banking,Karnataka,West Bengal,0,0,NORMAL
T003127,ENT_000624,ENT_000386,4800.34,2026-02-19 13:25:59,UPI,UPI App,Kerala,West Bengal,0,0,NORMAL
T003128,ENT_000266,ENT_000484,2402.19,2026-02-19 13:27:22,UPI,UPI App,Uttar Pradesh,Maharashtra,0,0,NORMAL
T003129,ENT_000416,ENT_000457,28792.22,2026-02-19 13:35:48,NEFT,Bank Branch,Rajasthan,Gujarat,0,0,NORMAL
T003130,ENT_000249,ENT_000301,3530.19,2026-02-19 14:30:52,UPI,UPI App,Kerala,Kerala,0,0,NORMAL
T003131,ENT_000213,ENT_000112,4448.1,2026-02-19 14:39:20,UPI,UPI App,Maharashtra,Delhi,0,0,NORMAL
T003132,ENT_000117,ENT_000060,6695.07,2026-02-19 14:42:23,IMPS,Mobile Banking,Maharashtra,Bihar,0,0,NORMAL
T003133,ENT_000611,ENT_000378,4893.59,2026-02-19 14:43:43,UPI,UPI App,Rajasthan,Karnataka,0,0,NORMAL
