complaint_id,embedding_001,embedding_002,embedding_003,embedding_004,embedding_005,embedding_006,embedding_007,embedding_008,embedding_009,embedding_010,embedding_011,embedding_012,embedding_013,embedding_014,embedding_015,embedding_016,embedding_017,embedding_018,embedding_019,embedding_020,embedding_021,embedding_022,embedding_023,embedding_024,embedding_025,embedding_026,embedding_027,embedding_028,embedding_029,embedding_030,embedding_031,embedding_032,embedding_033,embedding_034,embedding_035,embedding_036,embedding_037,embedding_038,embedding_039,embedding_040,embedding_041,embedding_042,embedding_043,embedding_044,embedding_045,embedding_046,embedding_047,embedding_048,embedding_049,embedding_050,embedding_051,embedding_052,embedding_053,embedding_054,embedding_055,embedding_056,embedding_057,embedding_058,embedding_059,embedding_060,embedding_061,embedding_062,embedding_063,embedding_064
C000294,0.0045523653,0.0,1.6350055,2.2499573,2.0519521,0.43510532,2.3266637,0.8267495,2.0679405,0.0,0.9329974,2.2293112,1.6659944,1.302122,1.3597206,0.0,1.9020184,1.1158668,2.1415367,0.0,0.0,0.0,0.6127278,0.0,1.3111191,1.1827701,0.6113389,0.98343647,0.058999974,1.284542,1.6974177,0.0,1.5839663,1.3010821,2.2369137,2.3589091,2.609988,1.8399675,0.0,2.178214,2.5384243,0.0,0.44044253,1.1031835,2.057839,2.1669986,1.4155934,0.0,1.432472,0.894051,1.9857737,2.3223305,1.4967976,2.0395355,0.0,2.2708726,0.759212,2.5422215,1.9724634,2.897664,0.0,0.7375781,0.0,1.6364598
C000295,0.018381933,0.0,1.2378362,1.8726321,2.029743,0.6322688,1.9991663,0.59362185,1.6916358,0.00018336305,0.8721127,1.7019781,1.5738679,1.2334642,1.3475064,0.0,1.5077636,0.9095866,1.6001227,0.0,0.0,0.0,0.48825034,0.0,1.0888948,1.3647777,1.0200384,1.2129399,0.003137661,1.3900896,1.4181845,0.0,1.0934501,1.2577288,2.1588795,2.327734,2.3492568,1.9075099,0.0,2.0106888,2.275597,0.0,0.7875107,0.77252585,1.9848806,2.0343869,1.0396451,0.024413347,1.5292026,0.8989281,1.5132021,2.196362,1.1436737,1.722045,0.010590777,1.871075,0.8627337,2.1887083,1.7670976,2.4305737,0.0,0.37282744,0.055398814,1.212834
C000296,0.08037595,0.0,0.09854299,0.83547854,2.2852087,0.0,1.0160948,1.2700111,0.24523185,0.0073237126,0.0,0.5035249,2.0959897,2.0988846,2.1964614,0.0,0.16476725,0.09657321,0.21883677,0.0,0.0,0.0,1.1530634,0.0,0.0263791,1.9884148,1.5050659,1.6682302,0.0,2.0286803,0.19023669,0.0,0.03946821,2.2076445,1.4940251,1.5387654,2.1853132,2.1370928,0.0,0.7872719,1.6622491,0.0,1.2960681,1.6181685,0.51680756,2.69793,0.06047256,0.10228464,2.3428931,1.6712259,0.2123704,1.8602387,0.00022960703,0.5071254,0.0,2.267791,1.6366125,0.67954856,0.6796101,2.0675383,0.0,0.98494524,0.0,0.07876999
C000297,0.729636,0.0,0.0,0.0,2.5039473,0.0,0.12996747,2.6750698,0.0,0.36901152,0.0,0.0,3.1163478,2.4377117,3.2856114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8649074,0.0,0.0,2.5592787,2.6460888,2.8561447,0.013140261,2.5320082,0.0,0.0,0.0,2.5744147,0.5698613,0.7027937,2.1129594,2.408655,0.0,0.0,1.4187118,0.0,2.2324708,2.2325616,0.0,3.1136608,0.0,0.17093569,3.9270272,3.0442824,0.0,1.7120422,0.0,0.0,0.15815073,2.9256446,2.29116,0.0,0.0,1.8554947,0.0,2.0361338,0.0,0.0
C000298,0.8647024,0.0,0.0,0.0,2.384473,0.0,0.56054735,2.9158762,0.0,0.37618676,0.0,0.0,3.5153084,2.893761,3.5304735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0231228,0.0,0.0,2.6466322,2.7829928,3.3410366,0.0,2.9912567,0.0,0.0,0.0,3.0558143,0.3940068,0.76448125,2.1723015,2.3874998,0.0,0.0,1.6511025,0.0,2.0906887,2.8321166,0.0,3.0717545,0.0,0.10027614,4.2002554,3.1151469,0.0,1.8747122,0.0,0.0,0.093690306,3.0045085,2.5039296,0.0,0.0,2.3050115,0.0,2.2835693,0.0,0.0
C000299,0.008744822,0.0,3.1498537,3.6723373,2.7762787,1.231161,4.1463647,0.69993,3.4753692,0.010638046,2.1107457,4.0660725,1.6186804,1.244725,1.220781,0.0,3.6586998,2.0560887,4.165764,0.0,0.0,0.0,0.45192298,0.0,2.5715315,1.1218653,0.6303815,1.050056,0.063839406,1.1492659,3.0754035,0.0,3.10169,1.3689107,3.75474,3.6754844,3.7872193,2.3861387,0.006933883,3.644044,4.046144,0.0,0.49301776,1.2783282,3.87701,2.4023736,2.8540719,0.0,1.2498363,0.89677215,3.2604456,3.5043652,2.939948,3.7002742,0.0,2.9911969,0.5407304,4.756903,3.0716655,4.3716016,0.0,0.6601133,0.0,3.099664
C000300,0.89035976,0.0,0.0,0.0,2.3631363,0.0,0.65083325,2.9680862,0.0,0.38263762,0.0,0.0,3.5963001,2.9887002,3.5912387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0566924,0.0,0.0,2.6658235,2.8171065,3.4417958,0.0,3.0844452,0.0,0.0,0.0,3.1571763,0.36610875,0.78687036,2.1922219,2.3837576,0.0,0.0,1.6980693,0.0,2.0696375,2.9548562,0.0,3.0660641,0.0,0.08650954,4.252715,3.1305487,0.0,1.9054519,0.0,0.02762333,0.081740275,3.0218866,2.5485048,0.0,0.0,2.3995283,0.0,2.337686,0.0,0.0
C000301,0.029532839,0.0,0.5109545,1.4888477,2.7265306,0.12348743,1.8177494,0.9854819,0.77773416,0.028236339,0.09696076,1.28249,2.3112125,2.0328665,2.3164124,0.0,0.94426936,0.62077636,0.8447876,0.0,0.0,0.0,0.77158487,0.0,0.5396833,1.8540571,1.3731279,1.7483301,0.0,2.2884097,0.62048674,0.0,0.47203606,2.2316709,2.3878899,2.1462054,2.7005315,2.4311156,0.0,1.3867962,2.3641155,0.0,1.1689267,1.5208553,1.2961705,2.9326668,0.36574817,0.0168409,2.3118486,1.7110994,0.84145087,2.586002,0.2768361,1.4250535,0.0,2.9060793,1.684487,1.464637,1.3835351,2.727987,0.0,0.8596492,0.0,0.46908712
C000302,0.29353538,0.0,0.0,0.21267378,2.6185265,0.0,0.9613199,2.4041865,0.0,0.28761873,0.0,0.0,3.1278129,3.0484776,3.3051834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8806463,0.0,0.0,2.943816,2.57975,2.7548275,0.0,2.709576,0.0,0.0,0.0,3.349636,0.94621956,1.2582513,2.3547719,2.5866644,0.0,0.16916576,1.7214344,0.0,1.9959931,2.589048,0.0,3.4420905,0.0,0.05917097,3.8571298,2.8352249,0.0,2.0586953,0.0,0.21005964,0.07446435,2.8124971,2.4103189,0.12547755,0.07725713,2.4288578,0.0,1.8616421,0.0,0.0
C000303,0.18094853,0.0,0.0,0.51198375,2.3694515,0.0,0.9835999,1.6662178,0.0,0.055535562,0.0,0.33104476,2.3900485,2.3368616,2.6757836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5328405,0.0,0.0,2.3173132,1.733886,1.8425215,0.0,1.9475435,0.0,0.0,0.0,2.5678082,1.0938106,1.1996691,2.0365865,2.3264737,0.0,0.6851233,1.6414528,0.0,1.573697,1.9086678,0.18564156,2.8079143,0.0,0.040358927,2.9719882,2.1289837,0.0,1.9849125,0.0,0.202408,0.09690471,2.3234115,1.7432758,0.29449922,0.42674047,2.0016785,0.0,1.2013108,0.0,0.0
C000304,0.07879407,0.0,0.6809001,1.5132933,2.5047657,0.10365282,1.5416311,0.9432931,0.93465006,0.026054353,0.26112735,1.3223044,1.9368517,1.8032459,2.0242722,0.0,0.92066556,0.39611155,1.0076191,0.0,0.0,0.0,0.9429857,0.0,0.52039653,1.7402874,1.2183781,1.3870627,0.0,1.8586233,0.76713026,0.0,0.6275026,1.8822858,2.1647477,1.9375985,2.4443252,2.243486,0.0,1.437543,2.0995574,0.0,1.0301461,1.2136537,1.1650604,2.7067804,0.4621029,0.0061655613,2.0454087,1.3448708,0.88064396,2.1864452,0.3983812,1.1250582,0.0,2.4789732,1.44616,1.5265238,1.3111957,2.567093,0.0,0.65789706,0.0,0.5600449
C000305,0.00702942,0.0,0.34473342,1.4008299,2.1980846,0.0,1.3958538,1.1533369,0.8243062,0.009349947,0.0031759322,1.1573406,2.221115,1.9144828,2.3504505,0.0,0.59659487,0.3394491,0.68252754,0.0,0.0,0.0,1.1340673,0.0,0.31049,1.8466051,1.1209176,1.3742561,0.0,2.0730414,0.48928326,0.0,0.29008466,2.088663,1.880799,1.656615,2.524373,2.1419635,0.0,1.2375823,2.0015764,0.0,1.1255493,1.6530588,0.7827484,2.8057683,0.2205517,0.007693964,2.3770819,1.5016849,0.6966914,2.1234057,0.2565537,0.97914296,0.0,2.4526057,1.5501955,1.1010514,1.4036069,2.3085055,0.0,0.7704586,0.0,0.3008628
C000306,0.108461246,0.0,0.19858494,0.78833675,2.3920038,0.03973782,0.9275908,1.2984254,0.36762565,0.03323981,0.008012246,0.51933616,2.0647528,2.0457497,2.2045238,0.0,0.29851726,0.13878301,0.33328927,0.0,0.0,0.0,1.0120974,0.0,0.043535564,1.9853151,1.6930332,1.8575478,0.0017695148,1.9862223,0.26857704,0.0,0.085566595,2.1544929,1.5049442,1.552461,2.1289468,2.1565025,0.0,0.86506957,1.6742148,0.0,1.4049989,1.4105382,0.6511459,2.5936513,0.12394566,0.047186024,2.359362,1.7575018,0.35142022,1.8701656,0.034724377,0.7179036,0.047321156,2.3344786,1.5532055,0.86645055,0.51345646,2.0976498,0.0,0.9770074,0.0,0.14534494
C000307,0.8775309,0.0,0.0,0.0,2.3738053,0.0,0.60569036,2.941982,0.0,0.3794122,0.0,0.0,3.555804,2.9412303,3.5608556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.039908,0.0,0.0,2.656227,2.8000495,3.3914165,0.0,3.0378509,0.0,0.0,0.0,3.1064951,0.38005775,0.7756757,2.1822622,2.3856287,0.0,0.0,1.674586,0.0,2.080163,2.8934863,0.0,3.0689096,0.0,0.0933929,4.2264853,3.122848,0.0,1.890082,0.0,0.0,0.08771529,3.013198,2.5262172,0.0,0.0,2.3522701,0.0,2.3106277,0.0,0.0
C000308,0.30178663,0.0,0.0,0.19819199,2.5975432,0.0,1.0232936,2.4485645,0.0,0.30310935,0.0,0.0,3.1988328,3.0910192,3.3477445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9047668,0.0,0.0,2.9720144,2.5833092,2.8151257,0.0,2.765821,0.0,0.0,0.0,3.4151337,0.94161046,1.2691798,2.376891,2.5924287,0.0,0.14794415,1.753054,0.0,1.9904566,2.691523,0.0,3.4546745,0.0,0.05635568,3.910746,2.8486562,0.0,2.104657,0.0,0.23831269,0.072060384,2.83203,2.4409802,0.1296211,0.09411892,2.487876,0.0,1.9081684,0.0,0.0
C000309,0.11260061,0.0,0.27166307,0.81055766,2.1728647,0.01560659,0.88017404,1.2109604,0.42024732,0.036477916,0.06485326,0.5662391,1.9032813,1.9033232,2.0401173,0.0,0.37140876,0.09582113,0.37234944,0.0,0.0,0.0,0.973493,0.0,0.092695475,1.792172,1.5000892,1.6266615,0.0015305448,1.847508,0.29987183,0.0,0.15509248,1.9588101,1.3997934,1.4149215,1.9511721,1.9496708,0.0,0.7945753,1.565007,0.0,1.2302521,1.3657718,0.6024499,2.4168847,0.24190521,0.043871727,2.1604486,1.5682417,0.3645584,1.697381,0.102782905,0.7463425,0.047480077,2.2074323,1.4179077,0.8078635,0.52496284,1.9196246,0.0,0.89445126,0.0,0.19163972
C000310,0.23580015,0.0,0.0,0.20069559,2.0219529,0.0,0.5532277,1.6687874,0.0,0.031268764,0.0,0.0,2.2257707,2.133807,2.4094017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.264748,0.0,0.0,2.049902,1.765564,1.9437774,0.0,1.9584951,0.0,0.0,0.0,2.1857293,0.91540223,1.0227457,1.7828623,1.9789504,0.0,0.3576375,1.3380073,0.0,1.5525411,1.7711989,0.23326366,2.490052,0.0,0.02542162,2.6580498,1.9823917,0.0,1.6042552,0.0,0.094225295,0.03807736,2.1619377,1.6935071,0.17627947,0.12110647,1.6880188,0.0,1.2518023,0.0,0.0
C000311,0.08502296,0.0,0.20121436,1.0508566,2.0625825,0.0,1.3259264,1.0432494,0.6643965,0.0,0.0018117577,0.9453733,2.046342,1.9439375,2.1314104,0.0,0.53992945,0.3376108,0.44334045,0.0,0.0,0.0,0.9539494,0.0,0.20990507,1.8519864,1.2429042,1.5597727,0.0,1.9711698,0.46222305,0.0,0.21737692,2.1037683,1.7604318,1.6201884,2.170065,2.005329,0.0,1.1280438,1.7753953,0.0,1.1133664,1.4553885,0.7170775,2.6003604,0.144435,0.06420525,2.1500287,1.4533345,0.55282557,1.9135976,0.098595336,0.9483688,0.02231834,2.1065004,1.4009336,0.9104764,1.1211307,2.1510026,0.0,0.6480992,0.0,0.21004401
C000312,0.0,0.0,0.10756883,0.7933167,2.843791,0.0,1.4692521,1.9690418,0.07690963,0.113902375,0.16807467,0.2390238,3.2690225,2.7167184,3.128692,0.0,0.01705806,0.0,0.5066447,0.0,0.0,0.0,1.511642,0.0,0.0,3.004387,2.9676118,2.7178783,0.423465,2.7512808,0.061392777,0.0,0.0,3.380966,1.3289175,1.736086,2.4029653,2.4253573,0.0,0.660236,2.030143,0.0,2.0844455,2.343944,0.67437005,3.1579566,0.0,0.0,3.300232,2.6311405,0.30111593,2.1397824,0.0,1.1780725,0.0,3.1119769,2.1401663,1.2692332,0.358142,3.1256292,0.0,1.7754705,0.0,0.0
C000313,0.3237427,0.0,0.0,0.22833122,2.5701272,0.0,0.5388756,2.2950585,0.0,0.12575866,0.0,0.0,2.8831182,2.651641,3.0749035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.757946,0.0,0.0,2.686005,2.3070312,2.4472542,0.0,2.5056221,0.0,0.0,0.0,2.822883,1.0301995,1.1955032,2.3170013,2.4879456,0.0,0.21729514,1.5836926,0.0,2.046028,2.291573,0.13099457,3.3096037,0.0,0.15078339,3.5728257,2.745115,0.0,1.9230292,0.0,0.07601592,0.052084528,2.7174523,2.2540262,0.06067062,0.066835806,2.0407374,0.0,1.7445521,0.0,0.0
C000314,0.85187376,0.0,0.0,0.0,2.3951418,0.0,0.51540446,2.8897712,0.0,0.3729614,0.0,0.0,3.4748118,2.846291,3.5000918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0063384,0.0,0.0,2.6370356,2.7659357,3.2906575,0.0,2.9446623,0.0,0.0,0.0,3.0051339,0.40795586,0.75328666,2.1623416,2.3893707,0.0,0.0,1.627619,0.0,2.1012146,2.770747,0.0,3.074599,0.0,0.10715943,4.174026,3.107446,0.0,1.8593423,0.0,0.0,0.099665426,2.9958189,2.481642,0.0,0.0,2.2577531,0.0,2.25651,0.0,0.0
C000315,0.89035976,0.0,0.0,0.0,2.3631363,0.0,0.65083325,2.9680862,0.0,0.38263762,0.0,0.0,3.5963001,2.9887002,3.5912387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0566924,0.0,0.0,2.6658235,2.8171065,3.4417958,0.0,3.0844452,0.0,0.0,0.0,3.1571763,0.36610875,0.78687036,2.1922219,2.3837576,0.0,0.0,1.6980693,0.0,2.0696375,2.9548562,0.0,3.0660641,0.0,0.08650954,4.252715,3.1305487,0.0,1.9054519,0.0,0.02762333,0.081740275,3.0218866,2.5485048,0.0,0.0,2.3995283,0.0,2.337686,0.0,0.0
C000316,0.0,0.0,0.32676125,1.1517508,2.5478718,0.0,1.3580275,1.7129372,0.38084584,0.07312553,0.0404753,0.6420361,3.0598123,2.3194797,2.8128934,0.0,0.2821104,0.0075235665,0.81919205,0.0,0.0,0.0,1.2363895,0.0,0.0,2.537163,2.3002822,2.345983,0.40990713,2.2943387,0.012446137,0.0,0.0,2.9551234,1.4784987,1.7888247,2.4079542,2.3207598,0.0,0.94817686,2.1558583,0.0,1.8049184,2.2311199,0.9771093,2.7209082,0.0,0.0,2.9845667,2.4164624,0.55746937,2.119506,0.0,1.4622488,0.0,3.034131,1.9398522,1.5631657,0.8025265,2.9059381,0.0,1.6389141,0.0,0.05429565
C000317,0.09646813,0.0,0.9876855,1.561642,2.0641909,0.26565805,1.8690137,0.8485647,1.5122417,0.010319265,0.5885198,1.6277273,1.67497,1.4477087,1.6819044,0.0,1.3002334,0.84466004,1.423581,0.0,0.0,0.0,0.83722305,0.0,0.89939725,1.3660966,0.850521,1.1703194,0.0,1.5880866,1.1910301,0.0,1.035099,1.4042181,2.0804656,1.9861491,2.3358355,1.980322,0.0,1.6971905,2.2129476,0.0,0.6706085,1.1404926,1.4200119,2.2675836,0.80746245,0.010129616,1.6986247,0.9578954,1.3413332,2.1421087,0.89412355,1.4133861,0.011333291,2.2529907,1.1072716,1.6687995,1.5837655,2.3241417,0.0,0.5864705,0.0053739687,1.0129735
C000318,0.77207345,0.0,0.0,0.0,2.4681783,0.0,0.2556421,2.7462149,0.0,0.36905974,0.0,0.0,3.233394,2.5710921,3.3527937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9132297,0.0,0.0,2.5824418,2.6832728,2.9993985,0.0,2.6685328,0.0,0.0,0.0,2.7174962,0.5141943,0.7142001,2.1276064,2.4005938,0.0,0.0,1.4866344,0.0,2.1873984,2.4074266,0.0,3.100478,0.0,0.15195575,4.0081224,3.0666845,0.0,1.7610809,0.0,0.0,0.13818929,2.9491186,2.3535283,0.0,0.0,1.9864116,0.0,2.1057432,0.0,0.0
C000319,0.26842237,0.0,0.0,0.186845,2.101302,0.0,0.5429659,1.7755361,0.0,0.035368964,0.0,0.0,2.3123007,2.2370737,2.5055084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.357625,0.0,0.0,2.1390808,1.8543509,2.0649753,0.0,2.0320804,0.0,0.0,0.0,2.229685,0.9450709,1.0661258,1.8545531,2.0832207,0.0,0.3332489,1.3756903,0.0,1.652937,1.8286606,0.22534995,2.6478574,0.0,0.053610038,2.7779229,2.1040432,0.0,1.6274275,0.0,0.0033818937,0.06899192,2.1844604,1.7859441,0.13347174,0.099871494,1.7174467,0.0,1.3283819,0.0,0.0
C000320,0.14054652,0.0,0.41281208,1.142744,2.0408397,0.156822,1.471694,0.91383606,0.8609475,0.0,0.20328791,1.0545332,1.7872727,1.6657845,1.8417842,0.0,0.69179946,0.5405141,0.7633466,0.0,0.0,0.0,0.83569187,0.0,0.44725206,1.575052,1.1424681,1.4313109,0.0,1.7102184,0.65742224,0.0,0.45147744,1.6741687,1.8009183,1.7250855,2.1590815,1.9714521,0.0,1.329706,1.8922443,0.0,0.96423614,1.1941172,1.0863115,2.2797463,0.35141715,0.00984447,1.8921782,1.1913794,0.84114224,1.9473716,0.33587384,1.0158627,0.0,2.0685484,1.2226199,1.2135307,1.1840488,2.1204686,0.0,0.5874718,0.010175203,0.43021384
C000321,0.04339161,0.0,0.99393356,1.3697724,2.052579,0.4722586,1.9179807,0.6153569,1.1879295,0.0,0.6320052,1.4904022,1.4066067,1.2857835,1.3448389,0.0,1.1936355,0.84070927,1.3635694,0.0,0.0,0.0,0.4363255,0.0,0.94954807,1.3086151,0.85703814,1.1195366,0.0,1.2536105,1.0088786,0.0,1.0050728,1.3430822,2.1212177,2.0089252,2.2330344,1.8740803,0.0,1.6992018,2.0850742,0.0,0.7208908,0.93682796,1.5793977,1.7858973,0.7419429,0.0,1.411909,1.0501603,1.2137903,2.1949966,0.86883724,1.5714338,0.0,2.031419,0.87092113,1.9492407,1.4352742,2.3246446,0.0,0.4578438,0.0,0.9481085
C000322,0.19179733,0.0,0.0,0.19353038,2.2367663,0.0,0.70931256,2.0734248,0.0,0.11899434,0.0,0.0,2.7792845,2.54629,2.830556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5627742,0.0,0.0,2.4472182,2.0784526,2.248501,0.0,2.3918886,0.0,0.0,0.0,2.8458097,0.88607705,1.095212,2.09637,2.174932,0.0,0.25806808,1.5490624,0.0,1.7431102,2.3062353,0.1849247,2.8796885,0.0,0.06369101,3.2388818,2.3778784,0.0,1.8791234,0.0,0.25065273,0.007369697,2.6220105,2.0481772,0.19175237,0.08819286,2.085958,0.0,1.6430304,0.0,0.0
C000323,0.696126,0.0,0.0,0.0,2.5342028,0.0,0.047601447,2.6226008,0.0,0.36705855,0.0,0.0,3.0401688,2.3507307,3.2394273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.831,0.0,0.0,2.5469916,2.6222384,2.7621179,0.027540416,2.446895,0.0,0.0,0.0,2.479915,0.6098055,0.7034791,2.105668,2.420605,0.0,0.0,1.3785869,0.0,2.2574883,2.1214201,0.0,3.1258848,0.0,0.17758855,3.878368,3.0233765,0.0,1.6831124,0.0,0.0,0.17085516,2.9103386,2.249491,0.0,0.0,1.7711065,0.0,1.9889945,0.0,0.0
C000324,0.85187376,0.0,0.0,0.0,2.3951418,0.0,0.51540446,2.8897712,0.0,0.3729614,0.0,0.0,3.4748118,2.846291,3.5000918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0063384,0.0,0.0,2.6370356,2.7659357,3.2906575,0.0,2.9446623,0.0,0.0,0.0,3.0051339,0.40795586,0.75328666,2.1623416,2.3893707,0.0,0.0,1.627619,0.0,2.1012146,2.770747,0.0,3.074599,0.0,0.10715943,4.174026,3.107446,0.0,1.8593423,0.0,0.0,0.099665426,2.9958189,2.481642,0.0,0.0,2.2577531,0.0,2.25651,0.0,0.0
C000325,0.05903674,0.0,0.9554147,1.9593241,2.2249894,0.2302504,2.0827744,0.846117,1.4735763,0.01573974,0.6442781,1.8532286,1.9986249,1.7182318,2.1826894,0.0,1.4673208,0.9209811,1.4722135,0.007748806,0.0,0.0025810893,0.80030715,0.0,1.030919,1.4054312,0.92627096,1.3424294,0.0,2.1096244,1.2249721,0.0,0.9667128,1.7504905,2.5718608,2.1127014,2.6768184,2.1955628,0.0,1.7740438,2.5219958,0.0,0.7527156,1.3594767,1.5903914,2.7451177,0.92080986,0.0045731026,1.9453887,1.1284038,1.3320291,2.5396802,0.86289793,1.8535328,0.0,2.575257,1.3818814,1.8801461,2.0341432,2.8319871,0.0,0.63293,0.0,0.91746587
C000326,0.696126,0.0,0.0,0.0,2.5342028,0.0,0.047601447,2.6226008,0.0,0.36705855,0.0,0.0,3.0401688,2.3507307,3.2394273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.831,0.0,0.0,2.5469916,2.6222384,2.7621179,0.027540416,2.446895,0.0,0.0,0.0,2.479915,0.6098055,0.7034791,2.105668,2.420605,0.0,0.0,1.3785869,0.0,2.2574883,2.1214201,0.0,3.1258848,0.0,0.17758855,3.878368,3.0233765,0.0,1.6831124,0.0,0.0,0.17085516,2.9103386,2.249491,0.0,0.0,1.7711065,0.0,1.9889945,0.0,0.0
C000327,0.073859975,0.0,1.7764236,2.2427347,2.275084,0.6731386,2.5838706,0.7245405,2.4207222,0.008178177,1.2927542,2.5156765,1.6067526,1.2220672,1.3475958,0.0,2.1191247,1.349004,2.346887,0.0,0.0,0.0,0.5522438,0.0,1.6198486,1.2530407,0.9182379,1.2381291,0.036646906,1.4783816,2.1216402,0.0,1.6967012,1.1974889,2.746458,2.7812486,2.7529855,2.1662405,0.0,2.552711,2.8614366,0.0,0.7435798,0.8943358,2.4119604,2.2599745,1.4892846,0.020243142,1.5239965,0.86881745,2.1660202,2.6686878,1.6365126,2.1776075,0.005995652,2.3470926,0.87036645,2.8390825,2.266576,2.8773186,0.0,0.5314359,0.044933356,1.6719285
C000328,0.08514721,0.0,0.16890518,1.1226147,2.2583952,0.0,1.311971,1.3980168,0.7309932,0.010594331,0.029202193,0.88831204,2.5937793,2.373392,2.6343174,0.0,0.467101,0.1565036,0.46927166,0.0,0.0,0.0,1.3201405,0.0,0.1438875,2.2974408,1.478145,1.806758,0.002604435,2.2518425,0.3859479,0.0,0.25516644,2.7720382,1.7173561,1.5885091,2.5967643,2.268628,0.0,1.0661762,1.9275008,0.0,1.4236497,1.9455051,0.39441594,3.158023,0.07755957,0.09369754,2.7361424,1.8514118,0.38644716,2.1543293,0.15770139,0.7270562,0.03369231,2.3735828,1.7294654,0.7778713,1.2750789,2.47188,0.0,0.9890358,0.0,0.21346827
C000329,0.019255599,0.0,2.4640627,3.0087194,2.3139465,1.1510847,3.4016123,0.34035382,3.4961054,0.0,2.0146186,3.442282,1.4138901,0.77230513,1.0469971,0.0,3.0731497,2.2974446,3.4140325,0.0,0.0,0.0,0.35081515,0.0,2.5942001,0.85073984,0.4737587,0.81803745,0.040502235,1.1748941,2.9368885,0.0,2.490582,0.91050535,3.3573022,3.5378356,3.2930262,2.2302701,0.0,3.6672254,3.5902445,0.0,0.4902437,0.5698802,3.4263942,2.0155873,2.1148124,0.011416818,1.1022851,0.50404125,3.1757731,3.308641,2.567122,2.9218228,0.013750499,2.3116682,0.5953006,3.7725809,3.4138832,3.1778712,0.0,0.22259775,0.10956505,2.4036276
C000330,0.03821057,0.0,0.5596661,1.6247593,2.310343,0.029631276,1.739899,0.97043854,1.3070388,0.027449328,0.24015735,1.5609219,2.149485,1.9316198,2.1811252,0.0,1.0164193,0.55072504,1.0902686,0.009518261,0.0,0.0,1.0444572,0.0,0.5018459,1.8924766,1.0444478,1.4683083,0.017983358,2.0230646,0.78246325,0.0,0.64567035,2.089137,2.184158,1.9236683,2.5926623,2.2356691,0.0,1.546006,2.2302394,0.0,0.9755241,1.450568,1.1264645,2.8925827,0.41599986,0.014297107,2.1778548,1.2478578,1.0277619,2.224632,0.52444935,1.1551385,0.0075290506,2.4174557,1.4077078,1.3799688,1.6892022,2.557608,0.0,0.63966185,0.0,0.7170915
C000331,0.06852562,0.0,3.569657,4.094841,3.2157311,1.5961822,4.6756167,1.2128694,3.9386897,0.009318243,2.2261517,4.350114,2.0560513,1.7883722,1.4931136,0.0,3.993692,2.153381,4.769002,0.0,0.0,0.0,0.9166518,0.0,2.728328,1.4635602,0.97096616,1.5074432,0.09414438,1.3692325,3.5570567,0.0,3.479894,1.9126699,3.9990408,4.181076,4.282596,2.7865748,0.0048629767,3.903443,4.650247,0.0,0.9738164,1.7432803,4.3937106,2.8083115,3.014107,0.0,1.8707751,1.5301659,3.716502,3.8950655,3.1764657,3.853435,0.014420043,3.3512056,0.64116925,5.240042,3.3672214,5.0703225,0.0,1.0581812,0.0,3.2966862
C000332,0.37152827,0.0,0.0,0.20398697,2.5347414,0.0,0.6460167,2.3781888,0.0,0.12531638,0.0,0.0,3.0030444,2.7120953,3.1117005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8036805,0.0,0.0,2.6982017,2.2582955,2.4998384,0.0,2.6057496,0.0,0.0,0.0,2.965909,1.000698,1.2040236,2.3575451,2.485848,0.0,0.19611795,1.6428121,0.0,2.01268,2.4955442,0.128798,3.314355,0.0,0.17093001,3.6647372,2.7617853,0.0,2.0063608,0.0,0.147863,0.046117708,2.7608953,2.3005023,0.05665032,0.09151038,2.1206436,0.0,1.8347726,0.0,0.0
