complaint_id,incident_entity_id,graphsage_probability,risk_level,confidence_tier,nearest_reference_similarity,novelty_status,multi_hop_evidence,high_activity_evidence,cash_out_evidence,terminal_evidence,supporting_signal_count,top_terminal,top_terminal_city,terminal_score,confidence_reason
C000236,ENT_000516,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000237,ENT_000137,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000238,ENT_000271,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000239,ENT_000399,0.0461,LOW_RISK,NORMAL,0.9994,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000240,ENT_000117,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000241,ENT_000613,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000242,ENT_000526,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000243,ENT_000432,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000244,ENT_000253,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000245,ENT_000045,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000246,ENT_000045,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000247,ENT_000618,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000248,ENT_000587,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000249,ENT_000393,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000250,ENT_000191,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000251,ENT_000486,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000252,ENT_000078,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000253,ENT_000387,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000254,ENT_000270,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000255,ENT_000611,0.0162,LOW_RISK,NORMAL,0.9989,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000256,ENT_000695,0.0704,LOW_RISK,NORMAL,0.988,KNOWN_PATTERN,False,True,True,False,3,ATM_017,Delhi,0.5625,No significant laundering pattern detected at the configured risk threshold.
C000257,ENT_000212,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000258,ENT_000668,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000259,ENT_000303,0.0957,LOW_RISK,NORMAL,0.9938,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000260,ENT_000458,0.0133,LOW_RISK,NORMAL,0.9982,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000261,ENT_000383,0.0006,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000262,ENT_000679,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000263,ENT_000150,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000264,ENT_000640,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000265,ENT_000198,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000266,ENT_000697,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000267,ENT_000676,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000268,ENT_000064,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000269,ENT_000088,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000270,ENT_000104,0.0506,LOW_RISK,NORMAL,0.9939,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000271,ENT_000435,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000272,ENT_000001,0.0094,LOW_RISK,NORMAL,0.9987,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000273,ENT_000020,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000274,ENT_000081,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000275,ENT_000533,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000276,ENT_000511,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000277,ENT_000012,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000278,ENT_000195,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000279,ENT_000266,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000280,ENT_000409,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000281,ENT_000375,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000282,ENT_000263,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000283,ENT_000321,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000284,ENT_000049,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000285,ENT_000312,0.0072,LOW_RISK,NORMAL,0.9999,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000286,ENT_000029,0.0128,LOW_RISK,NORMAL,0.9996,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000287,ENT_000240,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000288,ENT_000241,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000289,ENT_000035,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000290,ENT_000135,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000291,ENT_000306,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000292,ENT_000475,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000293,ENT_000663,0.2723,LOW_RISK,NORMAL,0.9604,KNOWN_PATTERN,True,True,False,False,3,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000294,ENT_000064,0.8885,SUSPICIOUS,MEDIUM_CONFIDENCE,0.9978,KNOWN_PATTERN,False,True,True,False,3,ATM_033,Bengaluru,0.7079,"Medium-confidence suspicious incident: elevated GraphSAGE risk (0.89) and multi-hop activity were detected, but supporting terminal or reference-pattern evidence is partial or evolving."
C000295,ENT_000592,0.009,LOW_RISK,NORMAL,0.9983,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000296,ENT_000347,0.0069,LOW_RISK,NORMAL,0.9996,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000297,ENT_000694,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000298,ENT_000249,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000299,ENT_000156,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000300,ENT_000347,0.0006,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000301,ENT_000542,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000302,ENT_000528,0.0191,LOW_RISK,NORMAL,0.9996,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000303,ENT_000128,0.2061,LOW_RISK,NORMAL,0.9986,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000304,ENT_000455,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000305,ENT_000083,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000306,ENT_000359,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000307,ENT_000441,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000308,ENT_000691,0.0189,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000309,ENT_000102,0.0107,LOW_RISK,NORMAL,0.9994,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000310,ENT_000264,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000311,ENT_000452,0.0195,LOW_RISK,NORMAL,0.9987,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000312,ENT_000311,0.5396,ELEVATED_RISK,MEDIUM_CONFIDENCE,0.9978,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,"Medium-confidence suspicious incident: elevated GraphSAGE risk (0.54) and multi-hop activity were detected, but supporting terminal or reference-pattern evidence is partial or evolving."
C000313,ENT_000041,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000314,ENT_000229,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000315,ENT_000170,0.0006,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000316,ENT_000120,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000317,ENT_000366,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000318,ENT_000498,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000319,ENT_000395,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000320,ENT_000126,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000321,ENT_000218,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000322,ENT_000677,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000323,ENT_000091,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000324,ENT_000131,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000325,ENT_000008,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000326,ENT_000091,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000327,ENT_000418,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000328,ENT_000124,0.0196,LOW_RISK,NORMAL,0.9996,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000329,ENT_000172,0.9996,SUSPICIOUS,HIGH_CONFIDENCE,0.9945,KNOWN_PATTERN,True,True,True,True,5,ATM_005,Kochi,0.8221,"High-confidence suspicious incident: GraphSAGE risk is 1.00, the graph spans 2 hops with 5 supporting signals, involves a cash-out terminal (ATM_005 in Kochi, score: 0.82), and its graph structure closely matches previously observed reference patterns (similarity 0.99)."
C000330,ENT_000583,0.0171,LOW_RISK,NORMAL,0.9971,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000331,ENT_000335,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000332,ENT_000442,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000333,ENT_000054,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000334,ENT_000151,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000335,ENT_000197,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000336,ENT_000085,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000337,ENT_000034,0.0006,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000338,ENT_000675,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000339,ENT_000531,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000340,ENT_000133,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000341,ENT_000074,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000342,ENT_000207,0.0134,LOW_RISK,NORMAL,0.9997,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000343,ENT_000139,0.0109,LOW_RISK,NORMAL,0.9984,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000344,ENT_000546,0.0006,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000345,ENT_000543,0.2162,LOW_RISK,NORMAL,0.9986,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000346,ENT_000123,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000347,ENT_000033,0.048,LOW_RISK,NORMAL,0.9996,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000348,ENT_000232,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000349,ENT_000097,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000350,ENT_000444,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000351,ENT_000208,0.0256,LOW_RISK,NORMAL,0.9947,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000352,ENT_000502,0.9847,SUSPICIOUS,HIGH_CONFIDENCE,0.9966,KNOWN_PATTERN,True,True,True,False,4,ATM_045,Mumbai,0.7121,"High-confidence suspicious incident: GraphSAGE risk is 0.98, the graph spans 3 hops with 4 supporting signals, involves a cash-out terminal (ATM_045 in Mumbai, score: 0.71), and its graph structure closely matches previously observed reference patterns (similarity 1.00)."
C000353,ENT_000247,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000354,ENT_000190,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000355,ENT_000138,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000356,ENT_000469,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000357,ENT_000643,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000358,ENT_000023,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000359,ENT_000052,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000360,ENT_000011,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000361,ENT_000622,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000362,ENT_000360,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000363,ENT_000328,0.0086,LOW_RISK,NORMAL,0.999,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000364,ENT_000343,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000365,ENT_000557,0.0096,LOW_RISK,NORMAL,0.9997,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000366,ENT_000505,0.9998,SUSPICIOUS,HIGH_CONFIDENCE,0.9997,KNOWN_PATTERN,True,True,True,True,5,ATM_017,Delhi,0.7952,"High-confidence suspicious incident: GraphSAGE risk is 1.00, the graph spans 3 hops with 5 supporting signals, involves a cash-out terminal (ATM_017 in Delhi, score: 0.80), and its graph structure closely matches previously observed reference patterns (similarity 1.00)."
C000367,ENT_000522,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000368,ENT_000008,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000369,ENT_000511,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000370,ENT_000548,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000371,ENT_000022,0.3978,LOW_RISK,NORMAL,0.9962,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000372,ENT_000432,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000373,ENT_000098,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000374,ENT_000541,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000375,ENT_000656,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000376,ENT_000018,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000377,ENT_000527,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000378,ENT_000368,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000379,ENT_000144,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000380,ENT_000431,0.0538,LOW_RISK,NORMAL,0.9897,KNOWN_PATTERN,True,True,False,False,3,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000381,ENT_000061,0.0204,LOW_RISK,NORMAL,0.9982,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000382,ENT_000698,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000383,ENT_000247,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
C000384,ENT_000215,0.0005,LOW_RISK,NORMAL,1.0,KNOWN_PATTERN,False,True,False,False,2,NONE,NONE,0.0,No significant laundering pattern detected at the configured risk threshold.
