entity_id,state,city,latitude,longitude
ENT_000472,Tamil Nadu,Chennai,13.04916,80.258434
ENT_000473,Kerala,Kochi,9.962533,76.264507
ENT_000474,Odisha,Bhubaneswar,20.325484,85.795669
ENT_000475,Madhya Pradesh,Bhopal,23.23231,77.408097
ENT_000476,Tamil Nadu,Chennai,13.084377,80.263404
ENT_000477,Karnataka,Bengaluru,12.988806,77.57511
ENT_000478,Kerala,Kochi,9.907969,76.268034
ENT_000479,Maharashtra,Mumbai,19.078142,72.856273
ENT_000480,Kerala,Kochi,9.920656,76.283217
ENT_000481,Madhya Pradesh,Bhopal,23.270081,77.387938
ENT_000482,Maharashtra,Mumbai,19.051251,72.856509
ENT_000483,Uttar Pradesh,Lucknow,26.822401,80.964341
ENT_000484,Maharashtra,Mumbai,19.0534,72.896799
ENT_000485,Gujarat,Ahmedabad,23.019977,72.575861
ENT_000486,Uttar Pradesh,Lucknow,26.843123,80.975891
ENT_000487,Uttar Pradesh,Lucknow,26.856709,80.980257
ENT_000488,Telangana,Hyderabad,17.410497,78.495605
ENT_000489,Maharashtra,Pune,18.516183,73.854524
ENT_000490,Bihar,Patna,25.580297,85.121827
ENT_000491,West Bengal,Kolkata,22.562236,88.334093
ENT_000492,Gujarat,Ahmedabad,23.019134,72.540382
ENT_000493,Madhya Pradesh,Bhopal,23.244995,77.422727
ENT_000494,Madhya Pradesh,Bhopal,23.231221,77.419186
ENT_000495,Tamil Nadu,Chennai,13.08009,80.274502
ENT_000496,Kerala,Kochi,9.947924,76.235172
ENT_000497,Punjab,Chandigarh,30.754987,76.790029
ENT_000498,Telangana,Hyderabad,17.39235,78.486796
ENT_000499,West Bengal,Kolkata,22.569137,88.385668
ENT_000500,Madhya Pradesh,Bhopal,23.248941,77.427602
ENT_000501,Rajasthan,Jaipur,26.922629,75.75504
ENT_000502,Odisha,Bhubaneswar,20.291743,85.82026
ENT_000503,Rajasthan,Jaipur,26.920086,75.777773
ENT_000504,Punjab,Chandigarh,30.718103,76.773014
ENT_000505,Telangana,Hyderabad,17.397523,78.455366
ENT_000506,Bihar,Patna,25.604411,85.107214
ENT_000507,Maharashtra,Mumbai,19.080057,72.869759
ENT_000508,Karnataka,Bengaluru,12.987261,77.605559
ENT_000509,Punjab,Chandigarh,30.740489,76.754926
ENT_000510,Maharashtra,Mumbai,19.081792,72.8526
ENT_000511,Telangana,Hyderabad,17.371716,78.497624
ENT_000512,Bihar,Patna,25.586537,85.144253
ENT_000513,Maharashtra,Mumbai,19.062671,72.869068
ENT_000514,Kerala,Kochi,9.919193,76.241246
ENT_000515,Odisha,Bhubaneswar,20.319127,85.841214
ENT_000516,Bihar,Patna,25.622971,85.109142
ENT_000517,Bihar,Patna,25.588738,85.127928
ENT_000518,Telangana,Hyderabad,17.371621,78.518282
ENT_000519,Telangana,Hyderabad,17.416337,78.485739
ENT_000520,Delhi,Delhi,28.648898,77.184846
ENT_000521,Karnataka,Bengaluru,12.99571,77.56668
ENT_000522,Kerala,Kochi,9.933984,76.284005
ENT_000523,Rajasthan,Jaipur,26.880042,75.775874
ENT_000524,Kerala,Kochi,9.939462,76.274107
ENT_000525,Maharashtra,Pune,18.496757,73.879894
ENT_000526,Kerala,Kochi,9.939932,76.295486
ENT_000527,Odisha,Bhubaneswar,20.291737,85.81826
ENT_000528,Bihar,Patna,25.609471,85.170471
ENT_000529,Uttar Pradesh,Lucknow,26.831645,80.963598
ENT_000530,Gujarat,Ahmedabad,23.00388,72.553142
ENT_000531,Kerala,Kochi,9.951106,76.295578
ENT_000532,Delhi,Delhi,28.604649,77.240299
ENT_000533,Gujarat,Ahmedabad,23.019818,72.556124
ENT_000534,Tamil Nadu,Chennai,13.082903,80.265006
ENT_000535,Maharashtra,Pune,18.542582,73.877788
ENT_000536,Maharashtra,Pune,18.54651,73.825353
ENT_000537,Gujarat,Ahmedabad,23.048688,72.575218
ENT_000538,Maharashtra,Mumbai,19.090798,72.878814
ENT_000539,Maharashtra,Mumbai,19.060954,72.896118
ENT_000540,Karnataka,Bengaluru,12.968052,77.595535
ENT_000541,Madhya Pradesh,Bhopal,23.255523,77.443849
ENT_000542,Delhi,Delhi,28.636069,77.235924
ENT_000543,Punjab,Chandigarh,30.700167,76.748128
ENT_000544,Rajasthan,Jaipur,26.903577,75.779332
ENT_000545,Maharashtra,Mumbai,19.067244,72.844673
ENT_000546,Punjab,Chandigarh,30.705236,76.794429
ENT_000547,Telangana,Hyderabad,17.405397,78.461332
ENT_000548,Karnataka,Bengaluru,13.000818,77.592672
ENT_000549,Madhya Pradesh,Bhopal,23.234615,77.426988
ENT_000550,Gujarat,Ahmedabad,23.030574,72.59981
ENT_000551,West Bengal,Kolkata,22.555515,88.387347
ENT_000552,Rajasthan,Jaipur,26.943216,75.794922
ENT_000553,Tamil Nadu,Chennai,13.055483,80.255867
ENT_000554,Karnataka,Bengaluru,12.945129,77.576291
ENT_000555,Bihar,Patna,25.614673,85.134598
ENT_000556,Maharashtra,Mumbai,19.099568,72.877688
ENT_000557,Rajasthan,Jaipur,26.87855,75.788376
ENT_000558,Delhi,Delhi,28.629198,77.194389
ENT_000559,West Bengal,Kolkata,22.580637,88.345739
ENT_000560,Tamil Nadu,Chennai,13.060812,80.282475
ENT_000561,Rajasthan,Jaipur,26.945626,75.757038
ENT_000562,Rajasthan,Jaipur,26.915486,75.807349
ENT_000563,Rajasthan,Jaipur,26.916191,75.779632
ENT_000564,Gujarat,Ahmedabad,22.990547,72.563482
ENT_000565,Telangana,Hyderabad,17.367756,78.452837
ENT_000566,Kerala,Kochi,9.900929,76.249179
ENT_000567,Bihar,Patna,25.603078,85.156605
ENT_000568,Odisha,Bhubaneswar,20.314068,85.798839
ENT_000569,Telangana,Hyderabad,17.388221,78.508646
ENT_000570,Maharashtra,Pune,18.543527,73.869628
ENT_000571,Odisha,Bhubaneswar,20.294597,85.802259
ENT_000572,Maharashtra,Pune,18.489817,73.876033
ENT_000573,Gujarat,Ahmedabad,22.990089,72.550511
ENT_000574,Kerala,Kochi,9.910163,76.235233
ENT_000575,Punjab,Chandigarh,30.720005,76.772276
ENT_000576,Madhya Pradesh,Bhopal,23.262912,77.395332
ENT_000577,Kerala,Kochi,9.941483,76.252328
ENT_000578,Madhya Pradesh,Bhopal,23.279559,77.438206
ENT_000579,Telangana,Hyderabad,17.369125,78.507654
ENT_000580,Tamil Nadu,Chennai,13.109964,80.287732
ENT_000581,Punjab,Chandigarh,30.765254,76.768133
ENT_000582,Maharashtra,Pune,18.520134,73.856527
ENT_000583,Punjab,Chandigarh,30.75411,76.76307
ENT_000584,Maharashtra,Mumbai,19.091896,72.848225
ENT_000585,Uttar Pradesh,Lucknow,26.881357,80.923832
ENT_000586,Karnataka,Bengaluru,12.959085,77.565205
ENT_000587,Bihar,Patna,25.579795,85.133814
ENT_000588,Odisha,Bhubaneswar,20.290928,85.837784
ENT_000589,Telangana,Hyderabad,17.381299,78.502577
ENT_000590,Punjab,Chandigarh,30.722979,76.814271
ENT_000591,Karnataka,Bengaluru,12.981363,77.615003
ENT_000592,West Bengal,Kolkata,22.542853,88.373526
ENT_000593,Telangana,Hyderabad,17.385916,78.504193
ENT_000594,Maharashtra,Pune,18.552095,73.831695
ENT_000595,Uttar Pradesh,Lucknow,26.859166,80.941872
ENT_000596,Maharashtra,Pune,18.490106,73.876196
ENT_000597,Telangana,Hyderabad,17.375351,78.518163
ENT_000598,West Bengal,Kolkata,22.579957,88.376434
ENT_000599,Telangana,Hyderabad,17.376041,78.505116
ENT_000600,Uttar Pradesh,Lucknow,26.821339,80.936886
ENT_000601,Telangana,Hyderabad,17.395469,78.469173
ENT_000602,Maharashtra,Mumbai,19.042814,72.855723
ENT_000603,Rajasthan,Jaipur,26.904489,75.791617
ENT_000604,Karnataka,Bengaluru,12.990848,77.608883
ENT_000605,Delhi,Delhi,28.648646,77.19399
ENT_000606,Punjab,Chandigarh,30.768204,76.758412
ENT_000607,Maharashtra,Pune,18.545098,73.853343
ENT_000608,Punjab,Chandigarh,30.748236,76.814208
ENT_000609,Kerala,Kochi,9.943935,76.291486
ENT_000610,Telangana,Hyderabad,17.396749,78.501368
ENT_000611,Rajasthan,Jaipur,26.915352,75.814693
ENT_000612,Madhya Pradesh,Bhopal,23.235925,77.427269
ENT_000613,Odisha,Bhubaneswar,20.305739,85.845059
ENT_000614,Rajasthan,Jaipur,26.893097,75.821259
ENT_000615,Kerala,Kochi,9.905921,76.287626
ENT_000616,West Bengal,Kolkata,22.562863,88.368959
ENT_000617,Gujarat,Ahmedabad,23.043756,72.575015
ENT_000618,Uttar Pradesh,Lucknow,26.873597,80.915802
ENT_000619,Tamil Nadu,Chennai,13.117672,80.286021
ENT_000620,Rajasthan,Jaipur,26.906156,75.78096
ENT_000621,Uttar Pradesh,Lucknow,26.816863,80.979267
ENT_000622,Bihar,Patna,25.564292,85.135208
ENT_000623,Rajasthan,Jaipur,26.901516,75.813757
ENT_000624,Kerala,Kochi,9.934791,76.273445
ENT_000625,Kerala,Kochi,9.963839,76.262583
ENT_000626,Punjab,Chandigarh,30.759075,76.802597
ENT_000627,Rajasthan,Jaipur,26.888111,75.763826
ENT_000628,Telangana,Hyderabad,17.415432,78.467483
ENT_000629,Rajasthan,Jaipur,26.940045,75.811515
ENT_000630,Karnataka,Bengaluru,12.950341,77.626545
ENT_000631,Karnataka,Bengaluru,12.945362,77.580798
ENT_000632,Rajasthan,Jaipur,26.88394,75.797169
ENT_000633,Uttar Pradesh,Lucknow,26.877612,80.921994
ENT_000634,Bihar,Patna,25.602814,85.16574
ENT_000635,Telangana,Hyderabad,17.408977,78.491153
ENT_000636,Madhya Pradesh,Bhopal,23.285365,77.383286
ENT_000637,Bihar,Patna,25.613072,85.121126
ENT_000638,Delhi,Delhi,28.632587,77.203161
ENT_000639,Bihar,Patna,25.56122,85.16483
ENT_000640,Rajasthan,Jaipur,26.897677,75.819266
ENT_000641,Gujarat,Ahmedabad,23.004641,72.592914
ENT_000642,Tamil Nadu,Chennai,13.06852,80.240808
ENT_000643,West Bengal,Kolkata,22.548666,88.357994
ENT_000644,Gujarat,Ahmedabad,23.001782,72.578866
ENT_000645,Telangana,Hyderabad,17.410304,78.474052
ENT_000646,Madhya Pradesh,Bhopal,23.249076,77.40551
ENT_000647,Kerala,Kochi,9.922138,76.271616
ENT_000648,Telangana,Hyderabad,17.366922,78.460277
ENT_000649,Gujarat,Ahmedabad,23.004854,72.543177
ENT_000650,Karnataka,Bengaluru,13.002777,77.620091
ENT_000651,Tamil Nadu,Chennai,13.065079,80.296272
ENT_000652,Maharashtra,Pune,18.542343,73.887063
ENT_000653,Odisha,Bhubaneswar,20.28299,85.842918
ENT_000654,Gujarat,Ahmedabad,23.057218,72.569077
ENT_000655,Punjab,Chandigarh,30.719898,76.746022
ENT_000656,Tamil Nadu,Chennai,13.083081,80.303368
ENT_000657,Delhi,Delhi,28.619734,77.177406
ENT_000658,Karnataka,Bengaluru,12.971243,77.621364
ENT_000659,Bihar,Patna,25.606176,85.122602
ENT_000660,West Bengal,Kolkata,22.596902,88.359065
ENT_000661,Punjab,Chandigarh,30.716813,76.770004
ENT_000662,Tamil Nadu,Chennai,13.073316,80.263741
ENT_000663,Uttar Pradesh,Lucknow,26.851027,80.936577
ENT_000664,Karnataka,Bengaluru,12.941747,77.594898
ENT_000665,Kerala,Kochi,9.93469,76.290072
ENT_000666,Uttar Pradesh,Lucknow,26.859328,80.919517
ENT_000667,Maharashtra,Mumbai,19.068573,72.898343
ENT_000668,Telangana,Hyderabad,17.389048,78.477292
ENT_000669,Maharashtra,Pune,18.499334,73.857339
ENT_000670,Rajasthan,Jaipur,26.880218,75.755024
ENT_000671,Odisha,Bhubaneswar,20.284413,85.822662
ENT_000672,Gujarat,Ahmedabad,22.997926,72.598919
ENT_000673,Maharashtra,Pune,18.508358,73.864615
ENT_000674,Maharashtra,Pune,18.512907,73.864855
ENT_000675,Madhya Pradesh,Bhopal,23.245846,77.401146
ENT_000676,Madhya Pradesh,Bhopal,23.26058,77.411889
ENT_000677,Uttar Pradesh,Lucknow,26.832685,80.968302
ENT_000678,Telangana,Hyderabad,17.373187,78.459372
ENT_000679,Tamil Nadu,Chennai,13.088559,80.291473
ENT_000680,Odisha,Bhubaneswar,20.322147,85.833548
ENT_000681,Uttar Pradesh,Lucknow,26.844921,80.978895
ENT_000682,Kerala,Kochi,9.964244,76.272793
ENT_000683,Delhi,Delhi,28.629398,77.214847
ENT_000684,Maharashtra,Pune,18.522096,73.872183
ENT_000685,Kerala,Kochi,9.955082,76.242644
ENT_000686,Bihar,Patna,25.576054,85.14268
ENT_000687,Odisha,Bhubaneswar,20.268793,85.790826
ENT_000688,Telangana,Hyderabad,17.379315,78.480607
ENT_000689,Delhi,Delhi,28.607626,77.228248
ENT_000690,Punjab,Chandigarh,30.731312,76.803786
ENT_000691,Odisha,Bhubaneswar,20.26546,85.799166
ENT_000692,Delhi,Delhi,28.618162,77.243869
ENT_000693,Gujarat,Ahmedabad,23.024283,72.558363
ENT_000694,Maharashtra,Pune,18.517576,73.859019
ENT_000695,Rajasthan,Jaipur,26.9022,75.806339
ENT_000696,Odisha,Bhubaneswar,20.308752,85.845756
ENT_000697,Karnataka,Bengaluru,12.979305,77.573058
ENT_000698,Delhi,Delhi,28.59843,77.194895
ENT_000699,Karnataka,Bengaluru,12.990582,77.608943
ENT_000700,Odisha,Bhubaneswar,20.310449,85.811693
