complaint_id,incident_entity_id,incident_time,window_start,window_end,num_nodes,num_edges,num_account_nodes,num_atm_nodes,num_terminal_nodes,max_hop,total_transaction_value,max_transaction_value,avg_transaction_value,num_cash_out_edges,in_degree_incident,out_degree_incident,density,number_of_connected_components,average_degree,contains_suspicious_activity,suspicious_ring_count
C000142,ENT_000289,2026-01-03 00:00:00,2025-12-31 00:00:00,2026-01-06 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000143,ENT_000248,2026-01-08 00:00:00,2026-01-05 00:00:00,2026-01-11 00:00:00,4,3,4,0,0,3,6755.61,3107.52,2251.87,0,1,0,0.25,1,1.5,0,0
C000144,ENT_000561,2026-06-29 00:00:00,2026-06-26 00:00:00,2026-07-02 00:00:00,2,1,2,0,0,1,830.35,830.35,830.35,0,0,1,0.5,1,1.0,0,0
C000145,ENT_000315,2026-07-13 00:00:00,2026-07-10 00:00:00,2026-07-16 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000146,ENT_000358,2026-07-03 00:00:00,2026-06-30 00:00:00,2026-07-06 00:00:00,2,1,2,0,0,1,755.85,755.85,755.85,0,0,1,0.5,1,1.0,0,0
C000147,ENT_000458,2026-07-14 00:00:00,2026-07-11 00:00:00,2026-07-17 00:00:00,12,12,12,0,0,3,1777756.01,373394.46,148146.33,0,3,1,0.090909,1,2.0,1,1
C000148,ENT_000387,2026-02-24 00:00:00,2026-02-21 00:00:00,2026-02-27 00:00:00,5,5,5,0,0,3,227113.23,165676.39,45422.65,0,1,2,0.25,1,2.0,1,1
C000149,ENT_000624,2026-03-18 00:00:00,2026-03-15 00:00:00,2026-03-21 00:00:00,2,1,2,0,0,1,4342.52,4342.52,4342.52,0,1,0,0.5,1,1.0,0,0
C000150,ENT_000485,2026-01-21 00:00:00,2026-01-18 00:00:00,2026-01-24 00:00:00,4,3,4,0,0,2,62997.28,37368.26,20999.09,0,1,1,0.25,1,1.5,0,0
C000151,ENT_000488,2026-05-14 00:00:00,2026-05-11 00:00:00,2026-05-17 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000152,ENT_000101,2026-03-12 00:00:00,2026-03-09 00:00:00,2026-03-15 00:00:00,3,2,3,0,0,1,391586.08,386786.62,195793.04,0,1,1,0.333333,1,1.3333,0,0
C000153,ENT_000003,2026-08-09 00:00:00,2026-08-06 00:00:00,2026-08-12 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000154,ENT_000637,2026-05-31 00:00:00,2026-05-28 00:00:00,2026-06-03 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000155,ENT_000099,2026-03-28 00:00:00,2026-03-25 00:00:00,2026-03-31 00:00:00,13,13,12,1,1,3,1878640.62,390845.37,144510.82,3,1,1,0.083333,1,2.0,1,2
C000156,ENT_000146,2026-06-14 00:00:00,2026-06-11 00:00:00,2026-06-17 00:00:00,9,8,8,1,1,3,762183.24,218620.66,95272.9,1,1,2,0.111111,1,1.7778,1,1
C000157,ENT_000499,2026-02-09 00:00:00,2026-02-06 00:00:00,2026-02-12 00:00:00,13,12,12,1,1,3,92750.69,29055.81,7729.22,1,0,1,0.076923,1,1.8462,1,1
C000158,ENT_000580,2026-07-18 00:00:00,2026-07-15 00:00:00,2026-07-21 00:00:00,5,4,5,0,0,3,56276.63,34580.6,14069.16,0,1,0,0.2,1,1.6,0,0
C000159,ENT_000286,2026-01-22 00:00:00,2026-01-19 00:00:00,2026-01-25 00:00:00,8,9,6,2,2,3,1674560.01,339302.49,186062.22,2,2,0,0.160714,1,2.25,1,1
C000160,ENT_000277,2026-07-17 00:00:00,2026-07-14 00:00:00,2026-07-20 00:00:00,2,1,2,0,0,1,182179.41,182179.41,182179.41,0,0,1,0.5,1,1.0,0,0
C000161,ENT_000504,2026-05-18 00:00:00,2026-05-15 00:00:00,2026-05-21 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000162,ENT_000599,2026-07-15 00:00:00,2026-07-12 00:00:00,2026-07-18 00:00:00,7,6,7,0,0,3,244735.09,123241.29,40789.18,0,1,1,0.142857,1,1.7143,1,1
C000163,ENT_000426,2026-06-09 00:00:00,2026-06-06 00:00:00,2026-06-12 00:00:00,2,1,2,0,0,1,44927.96,44927.96,44927.96,0,0,1,0.5,1,1.0,0,0
C000164,ENT_000516,2026-01-10 00:00:00,2026-01-07 00:00:00,2026-01-13 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000165,ENT_000058,2026-01-26 00:00:00,2026-01-23 00:00:00,2026-01-29 00:00:00,4,3,4,0,0,3,872194.83,299910.27,290731.61,0,0,1,0.25,1,1.5,1,1
C000166,ENT_000126,2026-02-08 00:00:00,2026-02-05 00:00:00,2026-02-11 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000167,ENT_000592,2026-03-14 00:00:00,2026-03-11 00:00:00,2026-03-17 00:00:00,6,5,6,0,0,3,68991.04,40239.06,13798.21,0,1,2,0.166667,1,1.6667,0,0
C000168,ENT_000299,2026-08-23 00:00:00,2026-08-20 00:00:00,2026-08-26 00:00:00,5,4,5,0,0,2,40260.75,24872.2,10065.19,0,2,0,0.2,1,1.6,0,0
C000169,ENT_000490,2026-04-22 00:00:00,2026-04-19 00:00:00,2026-04-25 00:00:00,7,6,7,0,0,3,112094.45,38571.5,18682.41,0,1,1,0.142857,1,1.7143,0,0
C000170,ENT_000006,2026-01-16 00:00:00,2026-01-13 00:00:00,2026-01-19 00:00:00,2,1,2,0,0,1,4884.12,4884.12,4884.12,0,1,0,0.5,1,1.0,0,0
C000171,ENT_000099,2026-03-11 00:00:00,2026-03-08 00:00:00,2026-03-14 00:00:00,4,3,4,0,0,2,40938.37,34018.39,13646.12,0,1,0,0.25,1,1.5,0,0
C000172,ENT_000129,2026-01-15 00:00:00,2026-01-12 00:00:00,2026-01-18 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000173,ENT_000055,2026-04-12 00:00:00,2026-04-09 00:00:00,2026-04-15 00:00:00,5,4,5,0,0,2,156974.2,89505.36,39243.55,0,0,3,0.2,1,1.6,0,0
C000174,ENT_000647,2026-07-07 00:00:00,2026-07-04 00:00:00,2026-07-10 00:00:00,4,3,4,0,0,2,314324.39,263585.12,104774.8,0,2,0,0.25,1,1.5,0,0
C000175,ENT_000434,2026-07-01 00:00:00,2026-06-28 00:00:00,2026-07-04 00:00:00,5,4,5,0,0,3,44942.12,39155.77,11235.53,0,1,0,0.2,1,1.6,0,0
C000176,ENT_000657,2026-03-22 00:00:00,2026-03-19 00:00:00,2026-03-25 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000177,ENT_000648,2026-07-04 00:00:00,2026-07-01 00:00:00,2026-07-07 00:00:00,16,15,15,1,1,3,681889.52,230384.27,45459.3,1,1,1,0.0625,1,1.875,1,1
C000178,ENT_000537,2026-05-26 00:00:00,2026-05-23 00:00:00,2026-05-29 00:00:00,10,22,9,1,1,3,3739116.47,402581.55,169959.84,3,3,3,0.244444,1,4.4,1,1
C000179,ENT_000137,2026-02-17 00:00:00,2026-02-14 00:00:00,2026-02-20 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000180,ENT_000113,2026-03-01 00:00:00,2026-02-26 00:00:00,2026-03-04 00:00:00,4,3,4,0,0,2,8114.18,4790.54,2704.73,0,1,1,0.25,1,1.5,0,0
C000181,ENT_000586,2026-05-11 00:00:00,2026-05-08 00:00:00,2026-05-14 00:00:00,6,5,6,0,0,3,40584.03,29107.78,8116.81,0,1,0,0.166667,1,1.6667,0,0
C000182,ENT_000384,2026-08-17 00:00:00,2026-08-14 00:00:00,2026-08-20 00:00:00,3,2,3,0,0,2,27111.54,26692.35,13555.77,0,0,1,0.333333,1,1.3333,0,0
C000183,ENT_000144,2026-03-06 00:00:00,2026-03-03 00:00:00,2026-03-09 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000184,ENT_000558,2026-04-28 00:00:00,2026-04-25 00:00:00,2026-05-01 00:00:00,5,4,5,0,0,3,41874.33,36111.18,10468.58,0,1,0,0.2,1,1.6,0,0
C000185,ENT_000643,2026-07-19 00:00:00,2026-07-16 00:00:00,2026-07-22 00:00:00,4,3,4,0,0,3,14331.68,8566.86,4777.23,0,1,0,0.25,1,1.5,0,0
C000186,ENT_000591,2026-06-29 00:00:00,2026-06-26 00:00:00,2026-07-02 00:00:00,8,7,8,0,0,3,39745.44,28209.69,5677.92,0,1,1,0.125,1,1.75,0,0
C000187,ENT_000394,2026-06-05 00:00:00,2026-06-02 00:00:00,2026-06-08 00:00:00,7,6,7,0,0,3,165985.76,80514.3,27664.29,0,1,1,0.142857,1,1.7143,0,0
C000188,ENT_000271,2026-06-26 00:00:00,2026-06-23 00:00:00,2026-06-29 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000189,ENT_000430,2026-04-14 00:00:00,2026-04-11 00:00:00,2026-04-17 00:00:00,6,5,6,0,0,3,995746.31,347074.07,199149.26,0,0,1,0.166667,1,1.6667,1,1
C000190,ENT_000323,2026-03-08 00:00:00,2026-03-05 00:00:00,2026-03-11 00:00:00,4,3,4,0,0,3,9913.35,4452.06,3304.45,0,1,0,0.25,1,1.5,0,0
C000191,ENT_000270,2026-06-25 00:00:00,2026-06-22 00:00:00,2026-06-28 00:00:00,12,11,12,0,0,3,1705153.75,364317.92,155013.98,0,1,1,0.083333,1,1.8333,1,1
C000192,ENT_000620,2026-08-08 00:00:00,2026-08-05 00:00:00,2026-08-11 00:00:00,7,6,7,0,0,3,39470.89,25829.24,6578.48,0,1,1,0.142857,1,1.7143,0,0
C000193,ENT_000276,2026-01-13 00:00:00,2026-01-10 00:00:00,2026-01-16 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000194,ENT_000250,2026-01-14 00:00:00,2026-01-11 00:00:00,2026-01-17 00:00:00,2,1,2,0,0,1,109583.82,109583.82,109583.82,0,0,1,0.5,1,1.0,0,0
C000195,ENT_000405,2026-04-09 00:00:00,2026-04-06 00:00:00,2026-04-12 00:00:00,4,3,4,0,0,3,36790.97,30801.62,12263.66,0,0,1,0.25,1,1.5,0,0
C000196,ENT_000103,2026-01-21 00:00:00,2026-01-18 00:00:00,2026-01-24 00:00:00,38,43,32,6,6,3,1781921.52,302161.52,41440.04,13,3,3,0.030583,1,2.2632,1,3
C000197,ENT_000199,2026-07-09 00:00:00,2026-07-06 00:00:00,2026-07-12 00:00:00,5,4,5,0,0,3,9197.19,4079.73,2299.3,0,1,0,0.2,1,1.6,0,0
C000198,ENT_000158,2026-05-15 00:00:00,2026-05-12 00:00:00,2026-05-18 00:00:00,14,15,14,0,0,3,160645.35,48048.51,10709.69,0,2,0,0.082418,1,2.1429,0,0
C000199,ENT_000032,2026-04-29 00:00:00,2026-04-26 00:00:00,2026-05-02 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000200,ENT_000647,2026-08-05 00:00:00,2026-08-02 00:00:00,2026-08-08 00:00:00,3,2,3,0,0,1,6683.67,3704.26,3341.84,0,1,1,0.333333,1,1.3333,0,0
C000201,ENT_000555,2026-05-31 00:00:00,2026-05-28 00:00:00,2026-06-03 00:00:00,4,3,4,0,0,3,25778.8,20951.81,8592.93,0,0,1,0.25,1,1.5,0,0
C000202,ENT_000310,2026-05-25 00:00:00,2026-05-22 00:00:00,2026-05-28 00:00:00,14,20,13,1,1,3,2325598.73,465914.23,116279.94,2,2,2,0.10989,1,2.8571,1,1
C000203,ENT_000290,2026-04-07 00:00:00,2026-04-04 00:00:00,2026-04-10 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000204,ENT_000227,2026-07-14 00:00:00,2026-07-11 00:00:00,2026-07-17 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000205,ENT_000404,2026-04-04 00:00:00,2026-04-01 00:00:00,2026-04-07 00:00:00,2,1,2,0,0,1,9423.47,9423.47,9423.47,0,1,0,0.5,1,1.0,0,0
C000206,ENT_000253,2026-08-18 00:00:00,2026-08-15 00:00:00,2026-08-21 00:00:00,6,5,6,0,0,3,51477.93,20577.56,10295.59,0,3,0,0.166667,1,1.6667,0,0
C000207,ENT_000506,2026-06-05 00:00:00,2026-06-02 00:00:00,2026-06-08 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000208,ENT_000653,2026-03-02 00:00:00,2026-02-27 00:00:00,2026-03-05 00:00:00,7,6,7,0,0,3,17040.55,5730.88,2840.09,0,1,0,0.142857,1,1.7143,0,0
C000209,ENT_000432,2026-08-18 00:00:00,2026-08-15 00:00:00,2026-08-21 00:00:00,4,3,3,1,1,3,7807.86,3333.69,2602.62,1,1,0,0.25,1,1.5,0,0
C000210,ENT_000021,2026-03-25 00:00:00,2026-03-22 00:00:00,2026-03-28 00:00:00,9,8,8,1,1,3,361067.54,302005.9,45133.44,3,2,0,0.111111,1,1.7778,1,1
C000211,ENT_000481,2026-07-24 00:00:00,2026-07-21 00:00:00,2026-07-27 00:00:00,2,1,2,0,0,1,432813.83,432813.83,432813.83,0,1,0,0.5,1,1.0,0,0
C000212,ENT_000009,2026-07-24 00:00:00,2026-07-21 00:00:00,2026-07-27 00:00:00,10,10,10,0,0,3,752898.73,333284.81,75289.87,0,1,1,0.111111,1,2.0,1,1
C000213,ENT_000549,2026-02-20 00:00:00,2026-02-17 00:00:00,2026-02-23 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000214,ENT_000191,2026-07-26 00:00:00,2026-07-23 00:00:00,2026-07-29 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000215,ENT_000525,2026-01-04 00:00:00,2026-01-01 00:00:00,2026-01-07 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000216,ENT_000641,2026-02-18 00:00:00,2026-02-15 00:00:00,2026-02-21 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000217,ENT_000256,2026-03-23 00:00:00,2026-03-20 00:00:00,2026-03-26 00:00:00,11,10,11,0,0,3,1068187.85,347849.96,106818.79,0,1,1,0.090909,1,1.8182,0,0
C000218,ENT_000536,2026-03-16 00:00:00,2026-03-13 00:00:00,2026-03-19 00:00:00,12,11,12,0,0,3,132133.51,42939.54,12012.14,0,1,0,0.083333,1,1.8333,1,1
C000219,ENT_000390,2026-07-14 00:00:00,2026-07-11 00:00:00,2026-07-17 00:00:00,7,6,7,0,0,3,57213.65,37604.91,9535.61,0,1,1,0.142857,1,1.7143,0,0
C000220,ENT_000319,2026-05-04 00:00:00,2026-05-01 00:00:00,2026-05-07 00:00:00,9,8,8,1,1,3,761071.33,194660.38,95133.92,1,1,1,0.111111,1,1.7778,1,1
C000221,ENT_000255,2026-02-26 00:00:00,2026-02-23 00:00:00,2026-03-01 00:00:00,4,3,4,0,0,3,41905.55,37581.87,13968.52,0,1,0,0.25,1,1.5,0,0
C000222,ENT_000570,2026-02-24 00:00:00,2026-02-21 00:00:00,2026-02-27 00:00:00,7,7,7,0,0,3,895423.56,280638.41,127917.65,0,0,1,0.166667,1,2.0,1,1
C000223,ENT_000580,2026-07-16 00:00:00,2026-07-13 00:00:00,2026-07-19 00:00:00,3,2,3,0,0,2,50938.64,47107.97,25469.32,0,1,0,0.333333,1,1.3333,0,0
C000224,ENT_000337,2026-08-03 00:00:00,2026-07-31 00:00:00,2026-08-06 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000225,ENT_000036,2026-03-15 00:00:00,2026-03-12 00:00:00,2026-03-18 00:00:00,5,4,5,0,0,2,391112.84,343539.64,97778.21,0,1,1,0.2,1,1.6,0,0
C000226,ENT_000316,2026-03-29 00:00:00,2026-03-26 00:00:00,2026-04-01 00:00:00,2,1,2,0,0,1,40200.37,40200.37,40200.37,0,0,1,0.5,1,1.0,0,0
C000227,ENT_000192,2026-02-04 00:00:00,2026-02-01 00:00:00,2026-02-07 00:00:00,8,8,8,0,0,3,51768.11,18303.21,6471.01,0,1,0,0.142857,1,2.0,0,0
C000228,ENT_000037,2026-05-17 00:00:00,2026-05-14 00:00:00,2026-05-20 00:00:00,2,1,2,0,0,1,4615.08,4615.08,4615.08,0,1,0,0.5,1,1.0,0,0
C000229,ENT_000005,2026-06-19 00:00:00,2026-06-16 00:00:00,2026-06-22 00:00:00,3,2,3,0,0,1,61517.77,31468.44,30758.89,0,1,1,0.333333,1,1.3333,0,0
C000230,ENT_000380,2026-07-30 00:00:00,2026-07-27 00:00:00,2026-08-02 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000231,ENT_000664,2026-05-28 00:00:00,2026-05-25 00:00:00,2026-05-31 00:00:00,9,8,8,1,1,3,367296.01,159180.43,45912.0,1,0,2,0.111111,1,1.7778,1,1
C000232,ENT_000358,2026-05-29 00:00:00,2026-05-26 00:00:00,2026-06-01 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000233,ENT_000443,2026-07-16 00:00:00,2026-07-13 00:00:00,2026-07-19 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000234,ENT_000581,2026-05-21 00:00:00,2026-05-18 00:00:00,2026-05-24 00:00:00,16,16,14,2,2,3,2120356.29,333523.86,132522.27,2,1,2,0.066667,1,2.0,1,2
C000235,ENT_000603,2026-05-15 00:00:00,2026-05-12 00:00:00,2026-05-18 00:00:00,6,5,6,0,0,3,56169.69,28518.02,11233.94,0,1,1,0.166667,1,1.6667,0,0
C000236,ENT_000516,2026-01-05 00:00:00,2026-01-02 00:00:00,2026-01-08 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000237,ENT_000137,2026-04-21 00:00:00,2026-04-18 00:00:00,2026-04-24 00:00:00,2,1,2,0,0,1,4746.05,4746.05,4746.05,0,0,1,0.5,1,1.0,0,0
C000238,ENT_000271,2026-07-26 00:00:00,2026-07-23 00:00:00,2026-07-29 00:00:00,3,2,3,0,0,1,37657.19,33161.58,18828.6,0,2,0,0.333333,1,1.3333,0,0
C000239,ENT_000399,2026-06-15 00:00:00,2026-06-12 00:00:00,2026-06-18 00:00:00,2,1,2,0,0,1,33687.02,33687.02,33687.02,0,0,1,0.5,1,1.0,0,0
C000240,ENT_000117,2026-02-07 00:00:00,2026-02-04 00:00:00,2026-02-10 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000241,ENT_000613,2026-03-13 00:00:00,2026-03-10 00:00:00,2026-03-16 00:00:00,8,7,7,1,1,3,777643.55,250559.89,111091.94,1,1,0,0.125,1,1.75,1,1
C000242,ENT_000526,2026-04-11 00:00:00,2026-04-08 00:00:00,2026-04-14 00:00:00,5,4,5,0,0,3,10180.69,4237.57,2545.17,0,2,0,0.2,1,1.6,0,0
C000243,ENT_000432,2026-06-01 00:00:00,2026-05-29 00:00:00,2026-06-04 00:00:00,2,1,2,0,0,1,784.59,784.59,784.59,0,1,0,0.5,1,1.0,0,0
C000244,ENT_000253,2026-07-06 00:00:00,2026-07-03 00:00:00,2026-07-09 00:00:00,6,5,6,0,0,3,242565.59,65153.39,48513.12,0,1,0,0.166667,1,1.6667,1,1
C000245,ENT_000045,2026-03-27 00:00:00,2026-03-24 00:00:00,2026-03-30 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000246,ENT_000045,2026-03-12 00:00:00,2026-03-09 00:00:00,2026-03-15 00:00:00,10,9,9,1,1,3,913757.8,299866.88,101528.64,2,0,1,0.1,1,1.8,1,1
C000247,ENT_000618,2026-05-06 00:00:00,2026-05-03 00:00:00,2026-05-09 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000248,ENT_000587,2026-02-11 00:00:00,2026-02-08 00:00:00,2026-02-14 00:00:00,2,1,2,0,0,1,3061.06,3061.06,3061.06,0,1,0,0.5,1,1.0,0,0
C000249,ENT_000393,2026-07-27 00:00:00,2026-07-24 00:00:00,2026-07-30 00:00:00,2,1,2,0,0,1,2628.18,2628.18,2628.18,0,0,1,0.5,1,1.0,0,0
C000250,ENT_000191,2026-08-07 00:00:00,2026-08-04 00:00:00,2026-08-10 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000251,ENT_000486,2026-03-22 00:00:00,2026-03-19 00:00:00,2026-03-25 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000252,ENT_000078,2026-06-03 00:00:00,2026-05-31 00:00:00,2026-06-06 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000253,ENT_000387,2026-08-06 00:00:00,2026-08-03 00:00:00,2026-08-09 00:00:00,6,6,6,0,0,3,61055.26,47183.31,10175.88,0,1,3,0.2,1,2.0,0,0
C000254,ENT_000270,2026-04-27 00:00:00,2026-04-24 00:00:00,2026-04-30 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000255,ENT_000611,2026-07-31 00:00:00,2026-07-28 00:00:00,2026-08-03 00:00:00,2,1,2,0,0,1,3651.03,3651.03,3651.03,0,0,1,0.5,1,1.0,0,0
C000256,ENT_000695,2026-01-28 00:00:00,2026-01-25 00:00:00,2026-01-31 00:00:00,11,11,9,2,2,3,32999.22,7066.37,2999.93,3,0,3,0.1,1,2.0,0,0
C000257,ENT_000212,2026-06-09 00:00:00,2026-06-06 00:00:00,2026-06-12 00:00:00,2,1,2,0,0,1,3767.88,3767.88,3767.88,0,0,1,0.5,1,1.0,0,0
C000258,ENT_000668,2026-06-07 00:00:00,2026-06-04 00:00:00,2026-06-10 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000259,ENT_000303,2026-07-10 00:00:00,2026-07-07 00:00:00,2026-07-13 00:00:00,9,8,8,1,1,3,53102.61,32076.71,6637.83,1,0,2,0.111111,1,1.7778,0,0
C000260,ENT_000458,2026-07-08 00:00:00,2026-07-05 00:00:00,2026-07-11 00:00:00,3,2,2,1,1,2,7108.17,5810.8,3554.09,1,0,1,0.333333,1,1.3333,0,0
C000261,ENT_000383,2026-03-07 00:00:00,2026-03-04 00:00:00,2026-03-10 00:00:00,2,1,2,0,0,1,3072.03,3072.03,3072.03,0,1,0,0.5,1,1.0,0,0
C000262,ENT_000679,2026-04-26 00:00:00,2026-04-23 00:00:00,2026-04-29 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000263,ENT_000150,2026-06-29 00:00:00,2026-06-26 00:00:00,2026-07-02 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000264,ENT_000640,2026-01-11 00:00:00,2026-01-08 00:00:00,2026-01-14 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000265,ENT_000198,2026-07-16 00:00:00,2026-07-13 00:00:00,2026-07-19 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000266,ENT_000697,2026-08-17 00:00:00,2026-08-14 00:00:00,2026-08-20 00:00:00,6,5,6,0,0,3,429442.08,307982.37,85888.42,0,1,0,0.166667,1,1.6667,0,0
C000267,ENT_000676,2026-07-11 00:00:00,2026-07-08 00:00:00,2026-07-14 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000268,ENT_000064,2026-07-03 00:00:00,2026-06-30 00:00:00,2026-07-06 00:00:00,6,5,5,1,1,3,272781.83,261509.57,54556.37,2,0,1,0.166667,1,1.6667,0,0
C000269,ENT_000088,2026-05-12 00:00:00,2026-05-09 00:00:00,2026-05-15 00:00:00,2,1,2,0,0,1,4879.25,4879.25,4879.25,0,0,1,0.5,1,1.0,0,0
C000270,ENT_000104,2026-05-09 00:00:00,2026-05-06 00:00:00,2026-05-12 00:00:00,8,7,7,1,1,3,101625.47,48366.5,14517.92,1,0,2,0.125,1,1.75,0,0
C000271,ENT_000435,2026-06-19 00:00:00,2026-06-16 00:00:00,2026-06-22 00:00:00,4,3,4,0,0,3,7697.18,5855.62,2565.73,0,1,0,0.25,1,1.5,0,0
C000272,ENT_000001,2026-06-29 00:00:00,2026-06-26 00:00:00,2026-07-02 00:00:00,3,2,3,0,0,2,4512.27,3670.85,2256.13,0,0,1,0.333333,1,1.3333,0,0
C000273,ENT_000020,2026-05-10 00:00:00,2026-05-07 00:00:00,2026-05-13 00:00:00,13,13,13,0,0,3,1351672.55,224159.37,103974.81,0,1,1,0.083333,1,2.0,1,2
C000274,ENT_000081,2026-06-25 00:00:00,2026-06-22 00:00:00,2026-06-28 00:00:00,2,1,2,0,0,1,44467.26,44467.26,44467.26,0,1,0,0.5,1,1.0,0,0
C000275,ENT_000533,2026-04-06 00:00:00,2026-04-03 00:00:00,2026-04-09 00:00:00,4,3,4,0,0,3,36790.97,30801.62,12263.66,0,1,0,0.25,1,1.5,0,0
C000276,ENT_000511,2026-06-08 00:00:00,2026-06-05 00:00:00,2026-06-11 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000277,ENT_000012,2026-03-09 00:00:00,2026-03-06 00:00:00,2026-03-12 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000278,ENT_000195,2026-06-22 00:00:00,2026-06-19 00:00:00,2026-06-25 00:00:00,2,1,2,0,0,1,23853.14,23853.14,23853.14,0,1,0,0.5,1,1.0,0,0
C000279,ENT_000266,2026-04-04 00:00:00,2026-04-01 00:00:00,2026-04-07 00:00:00,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,1,0.0,0,0
C000280,ENT_000409,2026-07-31 00:00:00,2026-07-28 00:00:00,2026-08-03 00:00:00,8,7,8,0,0,3,525690.91,394687.75,75098.7,0,2,0,0.125,1,1.75,0,0
C000281,ENT_000375,2026-05-13 00:00:00,2026-05-10 00:00:00,2026-05-16 00:00:00,3,2,3,0,0,2,1656.71,1147.44,828.36,0,1,0,0.333333,1,1.3333,0,0
C000282,ENT_000263,2026-06-09 00:00:00,2026-06-06 00:00:00,2026-06-12 00:00:00,5,4,5,0,0,3,17687.65,8231.98,4421.91,0,1,0,0.2,1,1.6,0,0
C000283,ENT_000321,2026-01-30 00:00:00,2026-01-27 00:00:00,2026-02-02 00:00:00,2,1,2,0,0,1,47103.49,47103.49,47103.49,0,0,1,0.5,1,1.0,0,0
C000284,ENT_000049,2026-06-16 00:00:00,2026-06-13 00:00:00,2026-06-19 00:00:00,2,1,2,0,0,1,30846.57,30846.57,30846.57,0,1,0,0.5,1,1.0,0,0
